log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,timestamp_clean,hostname_clean,src_ip_clean,is_src_ip_valid,is_src_ip_tampered,dst_ip_clean,is_dst_ip_valid,is_dst_ip_tampered,is_ip_tampered,src_port_clean,dst_port_clean,is_port_anomalous,protocol_clean,action_clean,bytes_sent_clean,bytes_received_clean,total_bytes,session_id_clean,threat_flag_clean,rule_name_clean,geo_country_clean
FW000005633,08-03-2026 10:04:27 AM,VDR-12880,191.73.8.207.0,89.208.131.182.0,22.0,-2.0,TCP,Allow,9605932,37149995,SID411030,False,ALLOW_INTERNAL_DNS,China,2026-03-08 10:04:27,VDR-12880,191.73.8.207.0,False,True,89.208.131.182.0,False,True,True,22,-1,True,TCP,ALLOW,9605932,37149995,46755927,SID411030,False,ALLOW_INTERNAL_DNS,China
FW000018689,,WS-12833,209.169.203.,10.249.7,8443.0,25.0,tcp,ALLOW,26436676,18417595,SID947299,False,ALLOW_INTERNAL_DNS,India,,WS-12833,209.169.203.,False,True,10.249.7,False,True,True,8443,25,False,TCP,ALLOW,26436676,18417595,44854271,SID947299,False,ALLOW_INTERNAL_DNS,India
FW000013106,2026/08/09,VDR-11210,172.16.11.147,84.102.179.5,445.0,445.0,TCP,deny,38184885,"28,040,424",SID896239,False,BLOCK_EXTERNAL_RDP,United States,2026-08-09 00:00:00,VDR-11210,172.16.11.147,True,False,84.102.179.5,True,False,False,445,445,False,TCP,DENY,38184885,28040424,66225309,SID896239,False,BLOCK_EXTERNAL_RDP,United States
FW000021980,24/08/2026 09:11,vdr-10603,172.16.120.88,172-16.103.29,,8443.0,ping,permit,5923.22 KB,40912037,SID500465,False,block_tor_exit,US,2026-08-24 09:11:00,VDR-10603,172.16.120.88,True,False,172-16.103.29,False,True,True,-1,8443,True,PING,ALLOW,0,40912037,40912037,SID500465,False,BLOCK_TOR_EXIT,Us
FW000013355,,VDR-12270.corp.local,10.81.161,10.0.153,80.0,53.0,tcp,PERMIT,19146693,40057806,,False,UNKNOWN,CN,,VDR-12270,10.81.161,False,True,10.0.153,False,True,True,80,53,False,TCP,ALLOW,19146693,40057806,59204499,UNKNOWN_SESSION,False,UNKNOWN,Cn
FW000020031,16/08/2026 04:15,LPT-11244,172.16.241.53,999.999.999.999,8080.0,,tcp,PASS,32524314,,,no,ALLOW_WEB,unknown,2026-08-16 04:15:00,LPT-11244,172.16.241.53,True,False,999.999.999.999,False,True,True,8080,-1,True,TCP,ALLOW,32524314,0,32524314,UNKNOWN_SESSION,False,ALLOW_WEB,Unknown
FW000022154,1788611743,WS-11358,172.16.8.93,UNKNOWN,99721.0,443.0,17,ALLOW,35025476,33050038,SID770433,False,allow_office_apps,IN,2026-09-05 12:35:43,WS-11358,172.16.8.93,True,False,0.0.0.0,False,True,True,-1,443,True,UDP,ALLOW,35025476,33050038,68075514,SID770433,False,ALLOW_OFFICE_APPS,In
FW000011433,30/08/2026 16:22,WS-10399,27.6.148.252,,53.0,135.0,6,Allow,36508710,2768109,SID426634,False,allow_office_apps,ind,2026-08-30 16:22:00,WS-10399,27.6.148.252,True,False,0.0.0.0,False,True,True,53,135,False,TCP,ALLOW,36508710,2768109,39276819,SID426634,False,ALLOW_OFFICE_APPS,Ind
FW000020319,,VDR-11071,111.87.29.123,999.999.999.999,3389.0,3389.0,udp,Deny,16311.78 KB,40396876,,False,ALLOW_INTERNAL_DNS,unknown,,VDR-11071,111.87.29.123,True,False,999.999.999.999,False,True,True,3389,3389,False,UDP,DENY,0,40396876,40396876,UNKNOWN_SESSION,False,ALLOW_INTERNAL_DNS,Unknown
FW000005787,2026/08/31,VDR-11002,192.168.140.181,172.16.147.207,80.0,80.0,UDP/17,BLOCK,3553888,-18773129,sid688973,False,,ind,2026-08-31 00:00:00,VDR-11002,192.168.140.181,True,False,172.16.147.207,True,False,False,80,80,False,UDP,DENY,3553888,0,3553888,SID688973,False,UNKNOWN,Ind
FW000022063,17/08/2026,VDR-11338,,192-168.12.113,,,tcp,ALLOW,34110852,46037469,SID952010,False,UNKNOWN,,2026-08-17 00:00:00,VDR-11338,0.0.0.0,False,True,192-168.12.113,False,True,True,-1,-1,True,TCP,ALLOW,34110852,46037469,80148321,SID952010,False,UNKNOWN,Unknown
FW000008297,29/08/2026 10:08,VDR-12276,172.16.145.223,58.147.154.76,92114.0,1433.0,TCP,ALLOW,30508342,49052299,SID250309,False,DENY_TELNET,ind,2026-08-29 10:08:00,VDR-12276,172.16.145.223,True,False,58.147.154.76,True,False,False,-1,1433,True,TCP,ALLOW,30508342,49052299,79560641,SID250309,False,DENY_TELNET,Ind
FW000011513,02/08/2026 15:39,VDR-10869,192.168.119.227,192.168.216.87,22.0,,TCP,ALLOW,3438112,25061.38 KB,SID438039,False,UNKNOWN,China,2026-08-02 15:39:00,VDR-10869,192.168.119.227,True,False,192.168.216.87,True,False,False,22,-1,True,TCP,ALLOW,3438112,0,3438112,SID438039,False,UNKNOWN,China
FW000005468,2026-08-29T15:06:45,WS-11959,10.164.120.,UNKNOWN,25.0,,6,DENY,"8,453,728",-35886059,SID193689,N,UNKNOWN,ind,2026-08-29 15:06:45,WS-11959,10.164.120.,False,True,0.0.0.0,False,True,True,25,-1,True,TCP,DENY,8453728,0,8453728,SID193689,False,UNKNOWN,Ind
FW000015918,2026-08-13T21:26:35,LPT-12099,21-23.228.214,999.999.999.999,8443.0,445.0,TCP/6,PERMIT,45.77 MB,34339681,SID428944,False,,United States,2026-08-13 21:26:35,LPT-12099,21-23.228.214,False,True,999.999.999.999,False,True,True,8443,445,False,TCP,ALLOW,0,34339681,34339681,SID428944,False,UNKNOWN,United States
FW000025796,2026/08/29,LPT-12100,215.111.127.229,UNKNOWN,8080.0,8443.0,1,permit,15729269,26080823,,N,allow_office_apps,,2026-08-29 00:00:00,LPT-12100,215.111.127.229,True,False,0.0.0.0,False,True,True,8080,8443,False,ICMP,ALLOW,15729269,26080823,41810092,UNKNOWN_SESSION,False,ALLOW_OFFICE_APPS,Unknown
FW000027047,01/09/2026 15:13,VDR-11628,172.16.237.199,120.125.235.133,69458.0,445.0,6,permit,38260235,45510.56 KB,SID-362561,False,block_tor_exit,unknown,2026-09-01 15:13:00,VDR-11628,172.16.237.199,True,False,120.125.235.133,True,False,False,-1,445,True,TCP,ALLOW,38260235,0,38260235,SID-362561,False,BLOCK_TOR_EXIT,Unknown
FW000018393,2026-08-24T12:29:20,LPT-12620,173.114.162.165,172.16.113.218,8443.0,1433.0,TCP,PERMIT,7.88 MB,31123002,,no,BLOCK_EXTERNAL_RDP,Russia,2026-08-24 12:29:20,LPT-12620,173.114.162.165,True,False,172.16.113.218,True,False,False,8443,1433,False,TCP,ALLOW,0,31123002,31123002,UNKNOWN_SESSION,False,BLOCK_EXTERNAL_RDP,Russia
FW000003088,2026-08-12 15:46:02,LPT-11238,203.52.145.184,,80.0,,UDP,permit,30126832,-20347030,SID-193426,False,,US,2026-08-12 15:46:02,LPT-11238,203.52.145.184,True,False,0.0.0.0,False,True,True,80,-1,True,UDP,ALLOW,30126832,0,30126832,SID-193426,False,UNKNOWN,Us
FW000000101,,vdr-12526,118.44.68.242,100.101.150.24,22.0,8443.0,6,Allow,,"17,871,218",SID153707,False,BLOCK_EXTERNAL_RDP,China,,VDR-12526,118.44.68.242,True,False,100.101.150.24,True,False,False,22,8443,False,TCP,ALLOW,0,17871218,17871218,SID153707,False,BLOCK_EXTERNAL_RDP,China
FW000026848,2026-08-30 03:44:17,LPT-10331,192.168.2.193,72.166.231.147,445.0,3389.0,17,permit,26905564,29208868,SID608046,N,ALLOW_WEB,Russia,2026-08-30 03:44:17,LPT-10331,192.168.2.193,True,False,72.166.231.147,True,False,False,445,3389,False,UDP,ALLOW,26905564,29208868,56114432,SID608046,False,ALLOW_WEB,Russia
FW000019085,1786315963,ws-10819,51.110.227.138,,8080.0,3389.0,tcp,PERMIT,23561987,41081042,SID431508,False,,China,2026-08-09 22:52:43,WS-10819,51.110.227.138,True,False,0.0.0.0,False,True,True,8080,3389,False,TCP,ALLOW,23561987,41081042,64643029,SID431508,False,UNKNOWN,China
FW000002479,2026/08/25,VDR-11555,192-168.25.13,999.999.999.999,8080.0,75957.0,udp,PASS,"9,584,721",2358588,SID-218067,False,allow_office_apps,China,2026-08-25 00:00:00,VDR-11555,192-168.25.13,False,True,999.999.999.999,False,True,True,8080,-1,True,UDP,ALLOW,9584721,2358588,11943309,SID-218067,False,ALLOW_OFFICE_APPS,China
FW000009390,18/08/2026,LPT-11522,,10.165.170.0,53.0,74290.0,TCP/6,Allow,14747224,"15,944,016",SID585358,no,MONITOR_DB_ACCESS,,2026-08-18 00:00:00,LPT-11522,0.0.0.0,False,True,10.165.170.0,True,False,True,53,-1,True,TCP,ALLOW,14747224,15944016,30691240,SID585358,False,MONITOR_DB_ACCESS,Unknown
FW000005432,27-Aug-2026 05:14:24,WS-12925,172.16.185.25,219.82.107.91,3389.0,443.0,ping,DROP,20510741,42017437,SID404440,False,DENY_TELNET,unknown,2026-08-27 05:14:24,WS-12925,172.16.185.25,True,False,219.82.107.91,True,False,False,3389,443,False,PING,DENY,20510741,42017437,62528178,SID404440,False,DENY_TELNET,Unknown
FW000015058,04-Aug-2026 01:47:04,VDR_12437,10.191.55,204.134.235.49,25.0,91020.0,UDP,PERMIT,39127230,46009819,SID829336,False,allow_office_apps,unknown,2026-08-04 01:47:04,VDR-12437,10.191.55,False,True,204.134.235.49,True,False,True,25,-1,True,UDP,ALLOW,39127230,46009819,85137049,SID829336,False,ALLOW_OFFICE_APPS,Unknown
FW000010816,2026-08-31 18:09:11,lpt-11685,198.67.17.,108.53.204.140,8080.0,,UDP/17,PERMIT,-40366904,36152902,,True,,CN,2026-08-31 18:09:11,LPT-11685,198.67.17.,False,True,108.53.204.140,True,False,True,8080,-1,True,UDP,ALLOW,0,36152902,36152902,UNKNOWN_SESSION,True,UNKNOWN,Cn
FW000010102,2026-08-25T23:52:41,VDR-10240.corp.local,UNKNOWN,33.7.233.137.0,98983.0,,TCP/6,PASS,25554874,38164985,sid653326,False,MONITOR_DB_ACCESS,India,2026-08-25 23:52:41,VDR-10240,0.0.0.0,False,True,33.7.233.137.0,False,True,True,-1,-1,True,TCP,ALLOW,25554874,38164985,63719859,SID653326,False,MONITOR_DB_ACCESS,India
FW000024755,17/08/2026 23:55,,192.168.40.188.0,19.182.125.199,135.0,53.0,TCP/6,ALLOW,19463.75 KB,48778480,,False,BLOCK_EXTERNAL_RDP,Russia,2026-08-17 23:55:00,,192.168.40.188.0,False,True,19.182.125.199,True,False,True,135,53,False,TCP,ALLOW,0,48778480,48778480,UNKNOWN_SESSION,False,BLOCK_EXTERNAL_RDP,Russia
FW000001878,2026-09-04 02:04:41,LPT-11086,10.112.166,172.16.104.189,1433.0,3389.0,TCP,pass,5.81 MB,"21,613,406",SID646169,no,UNKNOWN,ind,2026-09-04 02:04:41,LPT-11086,10.112.166,False,True,172.16.104.189,True,False,True,1433,3389,False,TCP,ALLOW,0,21613406,21613406,SID646169,False,UNKNOWN,Ind
FW000017382,06/08/2026 20:29,LPT-11786,172.16.72.212,999.999.999.999,445.0,76137.0,6,pass,9271302,40552080,SID586436,False,ALLOW_WEB,,2026-08-06 20:29:00,LPT-11786,172.16.72.212,True,False,999.999.999.999,False,True,True,445,-1,True,TCP,ALLOW,9271302,40552080,49823382,SID586436,False,ALLOW_WEB,Unknown
FW000026921,2026-08-25T03:15:39,WS-12161,172.16.9.75,172.16.155.85,,445.0,tcp,ALLOW,,6.33 MB,SID683044,True,MONITOR_DB_ACCESS,Russia,2026-08-25 03:15:39,WS-12161,172.16.9.75,True,False,172.16.155.85,True,False,False,-1,445,True,TCP,ALLOW,0,0,0,SID683044,True,MONITOR_DB_ACCESS,Russia
FW000026869,04/09/2026 17:45,VDR_11660,135.24.168.252.0,192.168.39.228,,445.0,ping,permit,23452981,33819.74 KB,SID679990,False,allow_office_apps,IN,2026-09-04 17:45:00,VDR-11660,135.24.168.252.0,False,True,192.168.39.228,True,False,True,-1,445,True,PING,ALLOW,23452981,0,23452981,SID679990,False,ALLOW_OFFICE_APPS,In
FW000027833,2026-08-29 12:44:49,WS-12887,192.168.67.135,192.168.142.224,135.0,3389.0,1,BLOCK,31689362,25979963,SID792812,0,BLOCK_EXTERNAL_RDP,US,2026-08-29 12:44:49,WS-12887,192.168.67.135,True,False,192.168.142.224,True,False,False,135,3389,False,ICMP,DENY,31689362,25979963,57669325,SID792812,False,BLOCK_EXTERNAL_RDP,Us
FW000015060,2026-08-08T13:12:21,vdr-11718,172.16.61.73,45.138.45.,,-2.0,UDP/17,Deny,"43,722,111",25340955,,False,,unknown,2026-08-08 13:12:21,VDR-11718,172.16.61.73,True,False,45.138.45.,False,True,True,-1,-1,True,UDP,DENY,43722111,25340955,69063066,UNKNOWN_SESSION,False,UNKNOWN,Unknown
FW000005328,,LPT-12414,192.168.235.233,19.99.126.176,-5.0,3306.0,TCP/6,pass,27242722,"35,172,083",,False,ALLOW_INTERNAL_DNS,Russia,,LPT-12414,192.168.235.233,True,False,19.99.126.176,True,False,False,-1,3306,True,TCP,ALLOW,27242722,35172083,62414805,UNKNOWN_SESSION,False,ALLOW_INTERNAL_DNS,Russia
FW000013784,,LPT-11476,147.6.100.211,192.168.114.139,25.0,98666.0,6,drop,17737012,49014158,,False,DENY_TELNET,China,,LPT-11476,147.6.100.211,True,False,192.168.114.139,True,False,False,25,-1,True,TCP,DENY,17737012,49014158,66751170,UNKNOWN_SESSION,False,DENY_TELNET,China
FW000008456,03/08/2026 12:03,lpt-12407,192.168.133.215,27.50.15.159,3389.0,3306.0,tcp,PERMIT,-40692134,-43875667,sid527810,N,block_tor_exit,United States,2026-08-03 12:03:00,LPT-12407,192.168.133.215,True,False,27.50.15.159,True,False,False,3389,3306,False,TCP,ALLOW,0,0,0,SID527810,False,BLOCK_TOR_EXIT,United States
FW000022515,2026-08-31 02:28:57,VDR-12123,172.16.155.35.0,192.168.64.91,3389.0,22.0,tcp,drop,44928362,23985483,,False,ALLOW_INTERNAL_DNS,,2026-08-31 02:28:57,VDR-12123,172.16.155.35.0,False,True,192.168.64.91,True,False,True,3389,22,False,TCP,DENY,44928362,23985483,68913845,UNKNOWN_SESSION,False,ALLOW_INTERNAL_DNS,Unknown
FW000021340,,LPT-12208,172.16.8.221,172.16.179.,53.0,53.0,6,Allow,10182206,22.13 MB,SID199033,False,ALLOW_INTERNAL_DNS,RU,,LPT-12208,172.16.8.221,True,False,172.16.179.,False,True,True,53,53,False,TCP,ALLOW,10182206,0,10182206,SID199033,False,ALLOW_INTERNAL_DNS,Ru
FW000010318,15/08/2026,LPT-12427,10.166.188,192.168.88.230,135.0,25.0,6,permit,"46,412,953",6730614,SID215440,False,ALLOW_WEB,Russia,2026-08-15 00:00:00,LPT-12427,10.166.188,False,True,192.168.88.230,True,False,True,135,25,False,TCP,ALLOW,46412953,6730614,53143567,SID215440,False,ALLOW_WEB,Russia
FW000021916,1788580869,vdr-11758,,145.112.191.186,8443.0,,TCP,permit,,-18152971,SID-164062,False,BLOCK_EXTERNAL_RDP,United States,2026-09-05 04:01:09,VDR-11758,0.0.0.0,False,True,145.112.191.186,True,False,True,8443,-1,True,TCP,ALLOW,0,0,0,SID-164062,False,BLOCK_EXTERNAL_RDP,United States
FW000005539,1786861526,LPT-12111,192.168.254.43,134.63.128.71,22.0,443.0,tcp,PERMIT,48962955,46001352,SID-337123,no,MONITOR_DB_ACCESS,CN,2026-08-16 06:25:26,LPT-12111,192.168.254.43,True,False,134.63.128.71,True,False,False,22,443,False,TCP,ALLOW,48962955,46001352,94964307,SID-337123,False,MONITOR_DB_ACCESS,Cn
FW000023192,2026-08-25T17:15:24,VDR-11697,213.157.251.105,172.16.175.183,8080.0,3389.0,TCP,pass,37.69 MB,-35992547,SID452260,False,allow_office_apps,ind,2026-08-25 17:15:24,VDR-11697,213.157.251.105,True,False,172.16.175.183,True,False,False,8080,3389,False,TCP,ALLOW,0,0,0,SID452260,False,ALLOW_OFFICE_APPS,Ind
FW000000832,16-Aug-2026 23:48:31,VDR-10715,85.27.161.242.0,163.102.44.39,3389.0,22.0,6,ALLOW,"46,514,718",18695132,SID582756,False,MONITOR_DB_ACCESS,IN,2026-08-16 23:48:31,VDR-10715,85.27.161.242.0,False,True,163.102.44.39,True,False,True,3389,22,False,TCP,ALLOW,46514718,18695132,65209850,SID582756,False,MONITOR_DB_ACCESS,In
FW000014708,24/08/2026 15:57,VDR-10793,10.146.137,43.169.62.179,8080.0,,icmp,DROP,815296,2502015,SID-518915,False,block_tor_exit,,2026-08-24 15:57:00,VDR-10793,10.146.137,False,True,43.169.62.179,True,False,True,8080,-1,True,ICMP,DENY,815296,2502015,3317311,SID-518915,False,BLOCK_TOR_EXIT,Unknown
FW000013340,09-07-2026 05:09:25 AM,vdr-12308,172.16.191.,192.168.93.149.0,25.0,445.0,6,ALLOW,8000601,41334743,SID-399485,True,,India,2026-07-09 05:09:25,VDR-12308,172.16.191.,False,True,192.168.93.149.0,False,True,True,25,445,False,TCP,ALLOW,8000601,41334743,49335344,SID-399485,True,UNKNOWN,India
FW000026937,08/08/2026,WS-12501,192.168.233.17.0,37.123.137.,,1433.0,17,ALLOW,-453713,18595077,SID890466,False,block_tor_exit,,2026-08-08 00:00:00,WS-12501,192.168.233.17.0,False,True,37.123.137.,False,True,True,-1,1433,True,UDP,ALLOW,0,18595077,18595077,SID890466,False,BLOCK_TOR_EXIT,Unknown
FW000008377,1786555005,VDR-10559,10.45.147.0,95.165.144.,443.0,3389.0,17,DENY,33384365,6427918,SID306608,0,DENY_TELNET,IN,2026-08-12 17:16:45,VDR-10559,10.45.147.0,True,False,95.165.144.,False,True,True,443,3389,False,UDP,DENY,33384365,6427918,39812283,SID306608,False,DENY_TELNET,In
FW000018561,2026-09-08 14:04:30,LPT-11065.corp.local,49.37.110.219,172.16.129.123,135.0,3306.0,TCP/6,Allow,46576386,"22,402,305",SID188756,N,ALLOW_WEB,,2026-09-08 14:04:30,LPT-11065,49.37.110.219,True,False,172.16.129.123,True,False,False,135,3306,False,TCP,ALLOW,46576386,22402305,68978691,SID188756,False,ALLOW_WEB,Unknown
FW000008284,05/08/2026,VDR-12130,172-16.235.233,192.168.46.148,445.0,8443.0,TCP,permit,29290315,"24,086,971",SID241465,False,UNKNOWN,CN,2026-08-05 00:00:00,VDR-12130,172-16.235.233,False,True,192.168.46.148,True,False,True,445,8443,False,TCP,ALLOW,29290315,24086971,53377286,SID241465,False,UNKNOWN,Cn
FW000006181,2026/09/06,LPT-10545,172.16.92.,172.16.149.43.0,8080.0,80.0,TCP,permit,20067452,,,False,ALLOW_WEB,India,2026-09-06 00:00:00,LPT-10545,172.16.92.,False,True,172.16.149.43.0,False,True,True,8080,80,False,TCP,ALLOW,20067452,0,20067452,UNKNOWN_SESSION,False,ALLOW_WEB,India
FW000001929,22-Aug-2026 00:49:09,VDR-10672,192.168.200.15,999.999.999.999,3306.0,8443.0,tcp,block,35984645,4299709,SID-684063,N,allow_office_apps,unknown,2026-08-22 00:49:09,VDR-10672,192.168.200.15,True,False,999.999.999.999,False,True,True,3306,8443,False,TCP,DENY,35984645,4299709,40284354,SID-684063,False,ALLOW_OFFICE_APPS,Unknown
FW000001371,2026-08-24 20:37:15,ws-11847,192.168.14.228,192.168.9.138,25.0,25.0,UDP/17,PERMIT,45985976,6024.85 KB,SID683677,False,MONITOR_DB_ACCESS,unknown,2026-08-24 20:37:15,WS-11847,192.168.14.228,True,False,192.168.9.138,True,False,False,25,25,False,UDP,ALLOW,45985976,0,45985976,SID683677,False,MONITOR_DB_ACCESS,Unknown
FW000003091,02/09/2026 19:19,LPT-12569.corp.local,10.171.11,,22.0,81275.0,17,ALLOW,1279096,,SID202421,False,ALLOW_INTERNAL_DNS,China,2026-09-02 19:19:00,LPT-12569,10.171.11,False,True,0.0.0.0,False,True,True,22,-1,True,UDP,ALLOW,1279096,0,1279096,SID202421,False,ALLOW_INTERNAL_DNS,China
FW000022590,01-Sep-2026 09:43:44,WS_11782,192.168.109.34,215.130.22.74.0,8080.0,,TCP/6,block,22511434,,SID221026,no,DENY_TELNET,CN,2026-09-01 09:43:44,WS-11782,192.168.109.34,True,False,215.130.22.74.0,False,True,True,8080,-1,True,TCP,DENY,22511434,0,22511434,SID221026,False,DENY_TELNET,Cn
FW000026860,08-27-2026 06:19:29 PM,LPT-11788.corp.local,121.64.179.73,,135.0,3306.0,tcp,Allow,-4440498,8761521,SID491039,False,ALLOW_INTERNAL_DNS,unknown,2026-08-27 18:19:29,LPT-11788,121.64.179.73,True,False,0.0.0.0,False,True,True,135,3306,False,TCP,ALLOW,0,8761521,8761521,SID491039,False,ALLOW_INTERNAL_DNS,Unknown
FW000007991,2026/08/01,VDR-10799,172.16.165.,123.167.194.184,-2.0,,6,PERMIT,"32,205,473",30407.66 KB,SID299560,0,MONITOR_DB_ACCESS,ind,2026-08-01 00:00:00,VDR-10799,172.16.165.,False,True,123.167.194.184,True,False,True,-1,-1,True,TCP,ALLOW,32205473,0,32205473,SID299560,False,MONITOR_DB_ACCESS,Ind
FW000029289,11-Aug-2026 07:54:15,WS-12217,192.168.247.93,172.16.171.246,66442.0,22.0,TCP/6,block,19719329,12702613,,N,UNKNOWN,RU,2026-08-11 07:54:15,WS-12217,192.168.247.93,True,False,172.16.171.246,True,False,False,-1,22,True,TCP,DENY,19719329,12702613,32421942,UNKNOWN_SESSION,False,UNKNOWN,Ru
FW000006414,08-28-2026 03:27:21 AM,WS-10943,10.150.42.,124.89.108.27,445.0,443.0,tcp,pass,17.51 MB,,SID841217,False,,unknown,2026-08-28 03:27:21,WS-10943,10.150.42.,False,True,124.89.108.27,True,False,True,445,443,False,TCP,ALLOW,0,0,0,SID841217,False,UNKNOWN,Unknown
FW000024703,08-13-2026 02:31:31 PM,LPT-11918,10.100.76.0,208.114.130.224,,443.0,tcp,permit,"22,386,851",48025399,SID961243,False,allow_office_apps,Russia,2026-08-13 14:31:31,LPT-11918,10.100.76.0,True,False,208.114.130.224,True,False,False,-1,443,True,TCP,ALLOW,22386851,48025399,70412250,SID961243,False,ALLOW_OFFICE_APPS,Russia
FW000020882,2026/08/31,LPT-11187,153.1.133.119.0,UNKNOWN,80.0,8080.0,tcp,drop,40779145,1994411,SID394051,0,BLOCK_EXTERNAL_RDP,US,2026-08-31 00:00:00,LPT-11187,153.1.133.119.0,False,True,0.0.0.0,False,True,True,80,8080,False,TCP,DENY,40779145,1994411,42773556,SID394051,False,BLOCK_EXTERNAL_RDP,Us
FW000007502,2026/08/30,vdr-11499,172.16.134.47,172.16.11.220,89175.0,135.0,17,ALLOW,39415525,,SID226087,False,,unknown,2026-08-30 00:00:00,VDR-11499,172.16.134.47,True,False,172.16.11.220,True,False,False,-1,135,True,UDP,ALLOW,39415525,0,39415525,SID226087,False,UNKNOWN,Unknown
FW000009567,1786309665,VDR-11122,192.168.230.135,192-168.199.84,25.0,445.0,6,PERMIT,44279511,2552231,SID528990,no,MONITOR_DB_ACCESS,China,2026-08-09 21:07:45,VDR-11122,192.168.230.135,True,False,192-168.199.84,False,True,True,25,445,False,TCP,ALLOW,44279511,2552231,46831742,SID528990,False,MONITOR_DB_ACCESS,China
FW000001917,,WS_10467,999.999.999.999,167.187.192.94,22.0,53.0,TCP/6,PASS,35537663,4897887,SID291074,0,,unknown,,WS-10467,999.999.999.999,False,True,167.187.192.94,True,False,True,22,53,False,TCP,ALLOW,35537663,4897887,40435550,SID291074,False,UNKNOWN,Unknown
FW000025298,,WS-12887,21.201.81.,172.16.25.137,8080.0,,6,Allow,46418351,24791.11 KB,SID489060,False,ALLOW_WEB,China,,WS-12887,21.201.81.,False,True,172.16.25.137,True,False,True,8080,-1,True,TCP,ALLOW,46418351,0,46418351,SID489060,False,ALLOW_WEB,China
FW000015761,2026-09-04 21:25:29,LPT-12877,10.72.84,999.999.999.999,3389.0,,UDP,Allow,14609006,20.53 MB,SID290374,False,BLOCK_EXTERNAL_RDP,India,2026-09-04 21:25:29,LPT-12877,10.72.84,False,True,999.999.999.999,False,True,True,3389,-1,True,UDP,ALLOW,14609006,0,14609006,SID290374,False,BLOCK_EXTERNAL_RDP,India
FW000024592,2026-08-02 23:36:40,VDR-12863,172.16.148.199,160.84.42.,443.0,8443.0,6,ALLOW,19524856,"26,856,593",SID668375,no,,IN,2026-08-02 23:36:40,VDR-12863,172.16.148.199,True,False,160.84.42.,False,True,True,443,8443,False,TCP,ALLOW,19524856,26856593,46381449,SID668375,False,UNKNOWN,In
FW000024590,05/08/2026 07:49,VDR-11490,172.16.193.76,192.168.220.155,22.0,-5.0,tcp,PASS,-15737069,19220.86 KB,SID137071,False,DENY_TELNET,,2026-08-05 07:49:00,VDR-11490,172.16.193.76,True,False,192.168.220.155,True,False,False,22,-1,True,TCP,ALLOW,0,0,0,SID137071,False,DENY_TELNET,Unknown
FW000012850,2026-08-31T09:13:54,WS_12727,192.168.55.50,192.168.245.78,25.0,80.0,tcp,PASS,2090180,3335540,SID712030,no,ALLOW_WEB,India,2026-08-31 09:13:54,WS-12727,192.168.55.50,True,False,192.168.245.78,True,False,False,25,80,False,TCP,ALLOW,2090180,3335540,5425720,SID712030,False,ALLOW_WEB,India
FW000023393,2026-09-08T21:34:23,VDR_10780,148.0.155.242,10.44.6,88355.0,135.0,tcp,PASS,41780747,224204,SID132012,False,,,2026-09-08 21:34:23,VDR-10780,148.0.155.242,True,False,10.44.6,False,True,True,-1,135,True,TCP,ALLOW,41780747,224204,42004951,SID132012,False,UNKNOWN,Unknown
FW000000705,2026-08-12T16:57:05,LPT-12954,127.26.232.108,192.168.169.79,8080.0,445.0,TCP/6,drop,24478740,,,0,UNKNOWN,China,2026-08-12 16:57:05,LPT-12954,127.26.232.108,True,False,192.168.169.79,True,False,False,8080,445,False,TCP,DENY,24478740,0,24478740,UNKNOWN_SESSION,False,UNKNOWN,China
FW000014206,08-12-2026 05:00:02 PM,VDR-12017,175.174.44.128,112.21.134.22,1433.0,,6,DROP,32675208,,,N,,RU,2026-12-08 17:00:02,VDR-12017,175.174.44.128,True,False,112.21.134.22,True,False,False,1433,-1,True,TCP,DENY,32675208,0,32675208,UNKNOWN_SESSION,False,UNKNOWN,Ru
FW000022680,01/09/2026 09:10,ws-11497,10.75.15,124-194.90.24,135.0,3306.0,tcp,Allow,4489054,19.32 MB,sid243073,yes,block_tor_exit,ind,2026-09-01 09:10:00,WS-11497,10.75.15,False,True,124-194.90.24,False,True,True,135,3306,False,TCP,ALLOW,4489054,0,4489054,SID243073,True,BLOCK_TOR_EXIT,Ind
FW000008690,2026-08-12 17:09:25,WS-11878,192.168.247.,999.999.999.999,99193.0,,17,drop,"30,931,353",16852730,SID333086,False,block_tor_exit,,2026-08-12 17:09:25,WS-11878,192.168.247.,False,True,999.999.999.999,False,True,True,-1,-1,True,UDP,DENY,30931353,16852730,47784083,SID333086,False,BLOCK_TOR_EXIT,Unknown
FW000024700,2026/09/05,LPT-11097,10-74.254,999.999.999.999,25.0,,udp,Allow,14132416,18711882,SID298591,False,block_tor_exit,,2026-09-05 00:00:00,LPT-11097,10-74.254,False,True,999.999.999.999,False,True,True,25,-1,True,UDP,ALLOW,14132416,18711882,32844298,SID298591,False,BLOCK_TOR_EXIT,Unknown
FW000027456,,lpt-11209,172.16.130.47,,3306.0,8080.0,UDP,Allow,,16851.69 KB,SID148447,True,DENY_TELNET,US,,LPT-11209,172.16.130.47,True,False,0.0.0.0,False,True,True,3306,8080,False,UDP,ALLOW,0,0,0,SID148447,True,DENY_TELNET,Us
