event_id,timestamp,user_id,username,department,event_type,auth_method,source_ip,hostname,device_id,session_id,mfa_passed,failure_reason,risk_score,geo_location,timestamp_clean,user_id_clean,username_clean,department_clean,event_type_clean,event_category,is_failed_login,is_mfa_failed,auth_method_clean,source_ip_clean,is_source_ip_valid,is_source_ip_tampered,hostname_clean,device_id_clean,session_id_clean,mfa_passed_clean,failure_reason_clean,risk_score_clean,geo_location_clean
IAM00007515,1786635660,EMP12499,naveen.borah10,Finance,LOGIN_SUCCESS,certificate,10.29.196.,,DEV34580,SID682888,True,,27/100,ind,2026-08-13 15:41:00,EMP12499,naveen.borah10,Finance,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,10.29.196.,False,True,,DEV-34580,SID682888,True,None,27.0,ind
IAM00003789,2026-08-08T02:42:45,EMP11521,mohini.hegde96,,ACCOUNT_LOCK,Certificate,192.168.190.232,WS-11521,,,True,,,DL,2026-08-08 02:42:45,EMP11521,mohini.hegde96,Unknown,ACCOUNT_STATUS_CHANGE,account_action,False,False,CERTIFICATE,192.168.190.232,True,False,WS-11521,,UNKNOWN_SESSION,True,,0.0,DL
IAM00006490,07-Aug-2026 00:23:22,emp_10408,akshay_sarraf2,Purchase,AUTH_SUCCESS,PASSWORD,135.65.231.155,ws-10408,DEV24748,SID376432,yes,NA,62,,2026-08-07 00:23:22,EMP10408,akshay_sarraf2,Purchase,LOGIN_SUCCESS,login_success,False,False,PASSWORD,135.65.231.155,True,False,WS-10408,DEV-24748,SID376432,True,NA,62.0,Unknown
IAM00003490,08-16-2026 11:56:51 AM,10387,abhimanyu.atwal89,Procurement,LOGON_FAILURE,SSO,172.16.182.214,VDR-10387,DEV87194,SID210536,False,MFA failed,31,,2026-08-16 11:56:51,EMP10387,abhimanyu.atwal89,Procurement,LOGIN_FAILED,login_failed,True,False,SSO,172.16.182.214,True,False,VDR-10387,DEV-87194,SID210536,False,MFA failed,31.0,
IAM00005053,14-Aug-2026 09:27:04,emp10069,  brijesh.arora88  ,,Successful Login,sso,30-40.106.89,VDR-10069,DEV15383,SID604378,True,,56,remote,2026-08-14 09:27:04,EMP10069,brijesh.arora88,Unknown,SUCCESSFUL_LOGIN,other,False,False,SSO,30.40.106.89,True,False,VDR-10069,DEV-15383,SID604378,True,None,56.0,remote
IAM00003753,07-Aug-2026 22:43:59,EMP 11372,nikita.d’alia16,RnD,Login Success,sso,120.6.218.87,WS-11372,DEV21385,SID438283,True,,62,Maharashtra,2026-08-07 22:43:59,EMP11372,nikita.d’alia16,R&D,LOGIN_SUCCESS,login_success,False,False,SSO,120.6.218.87,True,False,WS-11372,DEV-21385,SID438283,True,,62.0,Maharashtra
IAM00012601,2026-08-15 18:11:50,EMP10587,JANANI.PADMANABHAN32,,AUTH_FAILED,biometric,172.16.109.39,VDR-10587,DEV72294,,False,bad token,102,IN,2026-08-15 18:11:50,EMP10587,janani.padmanabhan32,Unknown,LOGIN_FAILED,login_failed,True,False,BIOMETRIC,172.16.109.39,True,False,VDR-10587,DEV-72294,UNKNOWN_SESSION,False,bad token,100.0,IN
IAM00008955,25-Aug-2026 14:13:55,emp11962,abhimanyu.krishnamurthy64,Marketing,SSO_SUCCESS,PASSWORD,,VDR-11962,DEV25689,,True,,72,Punjab,2026-08-25 14:13:55,EMP11962,abhimanyu.krishnamurthy64,Marketing,SSO_SUCCESS,other,False,False,PASSWORD,0.0.0.0,False,True,VDR-11962,DEV-25689,UNKNOWN_SESSION,True,,72.0,Punjab
IAM00015554,2026-08-07 08:09:47,12047,tamanna.mital68,Human Resource,invalid_credentials,mfa,172.16.146.115,WS-12047,DEV83595,,False,bad token,69,Punjab,2026-08-07 08:09:47,EMP12047,tamanna.mital68,Human Resources,LOGIN_FAILED,login_failed,True,False,MFA,172.16.146.115,True,False,WS-12047,DEV-83595,UNKNOWN_SESSION,False,bad token,69.0,Punjab
IAM00016657,1786401409,EMP10754,ekalinga_keer78,Accounts,Successful Login,mfa,192.168.6.17,VDR-10754.corp.local,DEV82450,SID444044,True,,86/100,Maharashtra,2026-08-10 22:36:49,EMP10754,ekalinga_keer78,Finance,SUCCESSFUL_LOGIN,other,False,False,MFA,192.168.6.17,True,False,VDR-10754,DEV-82450,SID444044,True,,86.0,Maharashtra
IAM00015384,1787188133,EMP11781,VIVAAN.SUR44,Accounts,Successful Login,BIOMETRIC,192.168.25.176,LPT-11781,DEV61331,,True,,11,,2026-08-20 01:08:53,EMP11781,vivaan.sur44,Finance,SUCCESSFUL_LOGIN,other,False,False,BIOMETRIC,192.168.25.176,True,False,LPT-11781,DEV-61331,UNKNOWN_SESSION,True,None,11.0,
IAM00010423,18/08/2026,emp11600,gagan.mitter67,Purchase,SSO_SUCCESS,MFA,156.21.142.195,VDR-11600,DEV60738,SID621919,1,,68,UNKNOWN,2026-08-18 00:00:00,EMP11600,gagan.mitter67,Purchase,SSO_SUCCESS,other,False,False,MFA,156.21.142.195,True,False,VDR-11600,DEV-60738,SID621919,True,None,68.0,UNKNOWN
IAM00010277,2026-08-06T12:13:11,EMP10683,shaurya.saini86,operations dept,Successful Login,Certificate,75.126.56.245.0,WS-10683,DEV13966,SID887408,True,NA,80,Punjab,2026-08-06 12:13:11,EMP10683,shaurya.saini86,Operations,SUCCESSFUL_LOGIN,other,False,False,CERTIFICATE,75.126.56.245.0,False,True,WS-10683,DEV-13966,SID887408,True,NA,80.0,Punjab
IAM00014632,06-Aug-2026 05:14:23,EMP 12294,avni.bhagat54,,MFA_ENROLLMENT,password,192.168.91.45,lpt-12294,DEV60222,,True,,10/100,Delhi,2026-08-06 05:14:23,EMP12294,avni.bhagat54,Unknown,MFA_ENROLLMENT,other,False,False,PASSWORD,192.168.91.45,True,False,LPT-12294,DEV-60222,UNKNOWN_SESSION,True,None,10.0,Delhi
IAM00004732,22-Aug-2026 13:30:46,EMP-10502,jagdish.panchal9,MKT,AUTH_FAILED,mfa,172.16.62.148,vdr-10502,DEV86099,,True,wrong_password,54,PB,2026-08-22 13:30:46,EMP10502,jagdish.panchal9,Marketing,LOGIN_FAILED,login_failed,True,False,MFA,172.16.62.148,True,False,VDR-10502,DEV-86099,UNKNOWN_SESSION,True,wrong_password,54.0,PB
IAM00000343,03/09/2026,EMP11380,  chakrika.sehgal29  ,,SSO_SUCCESS,otp,172.16.248.141,WS-11380,DEV52650,SID121931,yes,,12,,2026-09-03 00:00:00,EMP11380,chakrika.sehgal29,Unknown,SSO_SUCCESS,other,False,False,OTP,172.16.248.141,True,False,WS-11380,DEV-52650,SID121931,True,,12.0,Unknown
IAM00011162,2026-08-09 18:17:16,EMP 12919,baghyawati.boase84,Human Resources,success_login,SSO,172.16.234.105,VDR-12919,DEV52297,SID262319,1,,41/100,IN,2026-08-09 18:17:16,EMP12919,baghyawati.boase84,Human Resources,SUCCESS_LOGIN,other,False,False,SSO,172.16.234.105,True,False,VDR-12919,DEV-52297,SID262319,True,,41.0,IN
IAM00019520,08-26-2026 01:15:59 AM,EMP12895,MAX.KANT36,,AUTH_SUCCESS,SSO,172.16.68.,WS-12895,DEV48343,SID754074,True,,48,ind,2026-08-26 01:15:59,EMP12895,max.kant36,Unknown,LOGIN_SUCCESS,login_success,False,False,SSO,172.16.68.,False,True,WS-12895,DEV-48343,SID754074,True,,48.0,ind
IAM00008644,2026-08-01T08:49:53,EMP12254,harini.ram37,,LOGON_SUCCESS,PASSWORD,172.16.17.176,VDR-12254,DEV11599,,True,NA,0,India,2026-08-01 08:49:53,EMP12254,harini.ram37,Unknown,LOGIN_SUCCESS,login_success,False,False,PASSWORD,172.16.17.176,True,False,VDR-12254,DEV-11599,UNKNOWN_SESSION,True,NA,0.0,India
IAM00019119,05/09/2026 10:15,EMP11001,aarush.prashad25,Purchase,Successful Login,password,119.138.234.22,VDR-11001.corp.local,DEV81188,SID997878,False,,8,ind,2026-09-05 10:15:00,EMP11001,aarush.prashad25,Purchase,SUCCESSFUL_LOGIN,other,False,False,PASSWORD,119.138.234.22,True,False,VDR-11001,DEV-81188,SID997878,False,None,8.0,ind
IAM00019354,2026-08-14T08:18:25,EMP 11610,daksh.dhar53,Accounts,AUTH_SUCCESS,Certificate,172.16.40.,VDR-11610.corp.local,DEV33506,SID474258,Y,NA,244,India,2026-08-14 08:18:25,EMP11610,daksh.dhar53,Finance,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,172.16.40.,False,True,VDR-11610,DEV-33506,SID474258,True,NA,100.0,India
IAM00017625,2026-08-09 17:58:12,EMP10153,arunima.lanka10,operations dept,LOGON_SUCCESS,mfa,192.168.211.230,VDR-10153,DEV63008,SID803899,True,,Medium,DL,2026-08-09 17:58:12,EMP10153,arunima.lanka10,Operations,LOGIN_SUCCESS,login_success,False,False,MFA,192.168.211.230,True,False,VDR-10153,DEV-63008,SID803899,True,,50.0,DL
IAM00013461,,EMP11469,janya.ganesh32,Information Technology,MFA_FAILED,BIOMETRIC,72.56.31.192,WS-11469,DEV38207,SID892749,False,bad token,48,India,,EMP11469,janya.ganesh32,Engineering,MFA_FAILED,mfa_failed,True,True,BIOMETRIC,72.56.31.192,True,False,WS-11469,DEV-38207,SID892749,False,bad token,48.0,India
IAM00007070,02/09/2026 20:27,EMP 11801,ekiya.jaggi5,LEGAL,LOGIN_SUCCESS,biometric,,LPT-11801,DEV21792,SID919773,True,,,DL,2026-09-02 20:27:00,EMP11801,ekiya.jaggi5,Legal,LOGIN_SUCCESS,login_success,False,False,BIOMETRIC,0.0.0.0,False,True,LPT-11801,DEV-21792,SID919773,True,None,0.0,DL
IAM00001200,2026-08-30T11:23:14,EMP10849,widisha.konda86,,AUTH_SUCCESS,sso,192.168.64.246,WS-10849,DEV50536,SID640328,0,,23,Maharashtra,2026-08-30 11:23:14,EMP10849,widisha.konda86,Unknown,LOGIN_SUCCESS,login_success,False,False,SSO,192.168.64.246,True,False,WS-10849,DEV-50536,SID640328,False,,23.0,Maharashtra
IAM00001702,1788096632,emp_12877,quincy.setty61,,LOGON_FAILURE,BIOMETRIC,UNKNOWN,LPT-12877,DEV36422,,False,expired password,60,remote,2026-08-30 13:30:32,EMP12877,quincy.setty61,Unknown,LOGIN_FAILED,login_failed,True,False,BIOMETRIC,0.0.0.0,False,True,LPT-12877,DEV-36422,UNKNOWN_SESSION,False,expired password,60.0,remote
IAM00002579,,emp10110,chaitanya.atwal30,,SSO_SUCCESS,password,10.8.205,vdr-10110,DEV23173,SID321934,1,,114,Maharashtra,,EMP10110,chaitanya.atwal30,Unknown,SSO_SUCCESS,other,False,False,PASSWORD,10.8.205,False,True,VDR-10110,DEV-23173,SID321934,True,,100.0,Maharashtra
IAM00007580,2026-08-04T17:29:52,EMP11969,theodore.pandya55,Legal Dept,LOGON_SUCCESS,sso,,VDR-11969,NA,SID808714,yes,,41,IN,2026-08-04 17:29:52,EMP11969,theodore.pandya55,Legal,LOGIN_SUCCESS,login_success,False,False,SSO,0.0.0.0,False,True,VDR-11969,,SID808714,True,None,41.0,IN
IAM00018075,2026-08-09T00:29:49,EMP-11957,noah.tailor28,finance dept,Login Success,Certificate,100-76.154.164,WS-11957,DEV39585,SID716185,False,NA,91/100,DL,2026-08-09 00:29:49,EMP11957,noah.tailor28,Finance,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,100.76.154.164,True,False,WS-11957,DEV-39585,SID716185,False,NA,91.0,DL
IAM00015364,30/08/2026 03:25,EMP10914,AYUSHMAN.PARSA54,,AUTH_SUCCESS,SSO,115.242.16.55,VDR-10914,DEV65275,SID609309,Y,NA,16,UNKNOWN,2026-08-30 03:25:00,EMP10914,ayushman.parsa54,Unknown,LOGIN_SUCCESS,login_success,False,False,SSO,115.242.16.55,True,False,VDR-10914,DEV-65275,SID609309,True,NA,16.0,UNKNOWN
IAM00003644,03-Aug-2026 06:35:17,10174,ridhi.iyer25,Operations,Successful Login,biometric,92.30.15.58,WS-10174,DEV46932,SID910052,True,NA,,remote,2026-08-03 06:35:17,EMP10174,ridhi.iyer25,Operations,SUCCESSFUL_LOGIN,other,False,False,BIOMETRIC,92.30.15.58,True,False,WS-10174,DEV-46932,SID910052,True,NA,0.0,remote
IAM00005746,08-11-2026 07:10:53 PM,EMP 10864,,,LOGON_SUCCESS,OTP,,,NA,SID249958,True,,,Maharashtra,2026-11-08 19:10:53,EMP10864,,Unknown,LOGIN_SUCCESS,login_success,False,False,OTP,0.0.0.0,False,True,,,SID249958,True,None,0.0,Maharashtra
IAM00001824,26/08/2026 10:18,emp12758,chasmum.vig85,Fin,AUTH_FAILED,mfa,179.230.102.,VDR-12758,,,True,NA,43,IN,2026-08-26 10:18:00,EMP12758,chasmum.vig85,Finance,LOGIN_FAILED,login_failed,True,False,MFA,179.230.102.,False,True,VDR-12758,,UNKNOWN_SESSION,True,NA,43.0,IN
IAM00017752,15-Aug-2026 13:59:26,EMP 10923,aryan.pillay15,,success_login,OTP,192.168.21.43,VDR-10923,DEV76518,SID697707,Y,NA,88,remote,2026-08-15 13:59:26,EMP10923,aryan.pillay15,Unknown,SUCCESS_LOGIN,other,False,False,OTP,192.168.21.43,True,False,VDR-10923,DEV-76518,SID697707,True,NA,88.0,remote
IAM00015781,30/08/2026,EMP-11360,osha.dutta17,Customer Support,LOGIN_SUCCESS,Certificate,192.168.180.216.0,WS-11360,DEV56447,SID450079,yes,,70,Maharashtra,2026-08-30 00:00:00,EMP11360,osha.dutta17,Support,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,192.168.180.216.0,False,True,WS-11360,DEV-56447,SID450079,True,,70.0,Maharashtra
IAM00018465,1787143736,emp10999,yoshita.raval66,customer care,LOGON_SUCCESS,SSO,200.118.239.89,ws-10999,DEV39850,SID541375,False,NA,66,Maharashtra,2026-08-19 12:48:56,EMP10999,yoshita.raval66,Customer Care,LOGIN_SUCCESS,login_success,False,False,SSO,200.118.239.89,True,False,WS-10999,DEV-39850,SID541375,False,NA,66.0,Maharashtra
IAM00000148,1788307709,EMP12307,saksham_rege93,Marketing,PRIVILEGE_ESCALATION_REQUEST,certificate,64.164.6.114,WS-12307,DEV41447,,False,,medium,Delhi,2026-09-02 00:08:29,EMP12307,saksham_rege93,Marketing,PRIVILEGE_CHANGE,account_action,False,False,CERTIFICATE,64.164.6.114,True,False,WS-12307,DEV-41447,UNKNOWN_SESSION,False,,50.0,Delhi
IAM00000081,01/09/2026,EMP10886,veda.dani92,Finance,ACCOUNT_LOCK,certificate,68.69.98.126,VDR-10886,DEV94833,,True,NA,61,PB,2026-09-01 00:00:00,EMP10886,veda.dani92,Finance,ACCOUNT_STATUS_CHANGE,account_action,False,False,CERTIFICATE,68.69.98.126,True,False,VDR-10886,DEV-94833,UNKNOWN_SESSION,True,NA,61.0,PB
IAM00007627,14/08/2026 21:42,EMP11022,faris.mander25,Legal Dept,Login Failed,MFA,10-53.31,WS_11022,DEV25031,,False,invalid credentials,56,ind,2026-08-14 21:42:00,EMP11022,faris.mander25,Legal,LOGIN_FAILED,login_failed,True,False,MFA,10.53.31,False,True,WS-11022,DEV-25031,UNKNOWN_SESSION,False,invalid credentials,56.0,ind
IAM00010817,2026/08/26,EMP 12773,ARYA.SOM33,Supply Chain,SSO_SUCCESS,biometric,192.168.211.134.0,WS-12773,DEV36233,,Y,,141,PB,2026-08-26 00:00:00,EMP12773,arya.som33,Supply Chain,SSO_SUCCESS,other,False,False,BIOMETRIC,192.168.211.134.0,False,True,WS-12773,DEV-36233,UNKNOWN_SESSION,True,None,100.0,PB
IAM00006650,03/08/2026 04:43,emp11025,darsh.patla51,Finance,DEVICE_REGISTERED,MFA,189.27.134.129,LPT-11025,DEV98785,SID-884576,False,NA,-10,Delhi,2026-08-03 04:43:00,EMP11025,darsh.patla51,Finance,DEVICE_REGISTERED,other,False,False,MFA,189.27.134.129,True,False,LPT-11025,DEV-98785,SID-884576,False,NA,0.0,Delhi
IAM00009044,2026-08-19T12:38:37,EMP-10044,gopal.lala36,People Team,success_login,biometric,172.16.140.119.0,VDR-10044,DEV76768,SID336998,1,NA,9,India,2026-08-19 12:38:37,EMP10044,gopal.lala36,People Team,SUCCESS_LOGIN,other,False,False,BIOMETRIC,172.16.140.119.0,False,True,VDR-10044,DEV-76768,SID336998,True,NA,9.0,India
IAM00006547,2026-09-04T10:26:16,EMP12872,divya.chakrabarti94,R&D,ACCOUNT_UNLOCK,password,10-184.74,WS-12872,DEV53325,,False,,92,India,2026-09-04 10:26:16,EMP12872,divya.chakrabarti94,R&D,ACCOUNT_STATUS_CHANGE,account_action,False,False,PASSWORD,10.184.74,False,True,WS-12872,DEV-53325,UNKNOWN_SESSION,False,None,92.0,India
IAM00016320,11/08/2026 15:17,EMP12461,nachiket.ganguly96,HR,AUTH_SUCCESS,SSO,999.999.999.999,WS-12461.corp.local,DEV41006,SID355948,True,,33/100,IN,2026-08-11 15:17:00,EMP12461,nachiket.ganguly96,Human Resources,LOGIN_SUCCESS,login_success,False,False,SSO,999.999.999.999,False,True,WS-12461,DEV-41006,SID355948,True,,33.0,IN
IAM00000031,08-17-2026 05:50:24 AM,emp_12579,balveer.nair93,IT,AUTH_SUCCESS,SSO,172.16.37.205,VDR-12579,DEV22006,SID234876,yes,,15,,2026-08-17 05:50:24,EMP12579,balveer.nair93,Engineering,LOGIN_SUCCESS,login_success,False,False,SSO,172.16.37.205,True,False,VDR-12579,DEV-22006,SID234876,True,,15.0,Unknown
IAM00017015,2026-08-13 17:14:46,EMP11522,gunbir.rajagopal8,Legal,LOGON_FAILURE,SSO,10.138.179,LPT-11522,DEV69885,,False,MFA failed,27,,2026-08-13 17:14:46,EMP11522,gunbir.rajagopal8,Legal,LOGIN_FAILED,login_failed,True,False,SSO,10.138.179,False,True,LPT-11522,DEV-69885,UNKNOWN_SESSION,False,MFA failed,27.0,
IAM00011311,2026/08/19,EMP11372,nikita.d’alia16,,Login Success,BIOMETRIC,192.168.89.194,WS-11372,DEV21385,SID752781,Y,NA,75,Maharashtra,2026-08-19 00:00:00,EMP11372,nikita.d’alia16,Unknown,LOGIN_SUCCESS,login_success,False,False,BIOMETRIC,192.168.89.194,True,False,WS-11372,DEV-21385,SID752781,True,NA,75.0,Maharashtra
IAM00000811,06/09/2026 06:21,EMP11132,yug.om34,SALES,Login Success,otp,172.16.201.,ws-11132,DEV23508,SID415460,True,,HIGH,,2026-09-06 06:21:00,EMP11132,yug.om34,Sales,LOGIN_SUCCESS,login_success,False,False,OTP,172.16.201.,False,True,WS-11132,DEV-23508,SID415460,True,,75.0,
IAM00002660,09/09/2026 06:50,emp11073,rachit.shanker56,IT Support,MFA_FAILED,MFA,999.999.999.999,WS-11073,DEV46747,SID472808,False,unknown user,38,ind,2026-09-09 06:50:00,EMP11073,rachit.shanker56,Support,MFA_FAILED,mfa_failed,True,True,MFA,999.999.999.999,False,True,WS-11073,DEV-46747,SID472808,False,unknown user,38.0,ind
IAM00004217,1787267295,EMP11393,rishi_iyengar51,sales team,LOGIN_FAILED,BIOMETRIC,10-208.251,WS-11393,DEV52431,SID997187,N,MFA failed,65,IN,2026-08-20 23:08:15,EMP11393,rishi_iyengar51,Sales,LOGIN_FAILED,login_failed,True,False,BIOMETRIC,10.208.251,False,True,WS-11393,DEV-52431,SID997187,False,MFA failed,65.0,IN
IAM00015186,,emp_10393,  aarini.deep10  ,,MFA_ENROLLMENT,SSO,,WS-10393,DEV44226,,no,NA,HIGH,Delhi,,EMP10393,aarini.deep10,Unknown,MFA_ENROLLMENT,other,False,False,SSO,0.0.0.0,False,True,WS-10393,DEV-44226,UNKNOWN_SESSION,False,NA,75.0,Delhi
IAM00018189,,EMP11583,hemang.bansal35,hr dept,SSO_SUCCESS,BIOMETRIC,163.161.251.146.0,vdr-11583,DEV84136,SID525443,True,,HIGH,Punjab,,EMP11583,hemang.bansal35,Human Resources,SSO_SUCCESS,other,False,False,BIOMETRIC,163.161.251.146.0,False,True,VDR-11583,DEV-84136,SID525443,True,,75.0,Punjab
IAM00012128,2026-08-11 22:22:16,EMP-10445,charvi.mann64,SALES,AUTH_SUCCESS,sso,132.8.169.194.0,WS-10445,DEV78569,SID952735,True,,13,,2026-08-11 22:22:16,EMP10445,charvi.mann64,Sales,LOGIN_SUCCESS,login_success,False,False,SSO,132.8.169.194.0,False,True,WS-10445,DEV-78569,SID952735,True,,13.0,Unknown
IAM00004428,2026-08-02 03:09:27,EMP12877,quincy_setty61,MKT,Login Failed,sso,71.111.194.226,LPT-12877,NA,SID869028,yes,OTP expired,7,IN,2026-08-02 03:09:27,EMP12877,quincy_setty61,Marketing,LOGIN_FAILED,login_failed,True,False,SSO,71.111.194.226,True,False,LPT-12877,,SID869028,True,OTP expired,7.0,IN
IAM00001521,1786662959,EMP10471,ekaraj.sharaf36,Compliance,Successful Login,sso,136.165.129.206,WS-10471.corp.local,DEV27481,SID430868,True,,64,India,2026-08-13 23:15:59,EMP10471,ekaraj.sharaf36,Compliance,SUCCESSFUL_LOGIN,other,False,False,SSO,136.165.129.206,True,False,WS-10471,DEV-27481,SID430868,True,,64.0,India
IAM00015289,05/09/2026 17:27,EMP11064,yadavi.seshadri1,legal,Successful Login,BIOMETRIC,172.16.22.1,WS-11064,DEV73691,SID580215,True,,51/100,PB,2026-09-05 17:27:00,EMP11064,yadavi.seshadri1,Legal,SUCCESSFUL_LOGIN,other,False,False,BIOMETRIC,172.16.22.1,True,False,WS-11064,DEV-73691,SID580215,True,,51.0,PB
IAM00017880,13/08/2026 16:14,EMP11117,  yagnesh.bhardwaj90  ,customer care,FAILED_LOGIN,MFA,10-50.165,VDR-11117,DEV96661,SID660721,False,invalid credentials,95,Punjab,2026-08-13 16:14:00,EMP11117,yagnesh.bhardwaj90,Customer Care,FAILED_LOGIN,other,False,False,MFA,10.50.165,False,True,VDR-11117,DEV-96661,SID660721,False,invalid credentials,95.0,Punjab
IAM00005946,,EMP12500,SHIVANSH.TANEJA60,IT,LOGIN_SUCCESS,Certificate,10.17.229,,DEV79352,,Y,,20,Maharashtra,,EMP12500,shivansh.taneja60,Engineering,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,10.17.229,False,True,,DEV-79352,UNKNOWN_SESSION,True,None,20.0,Maharashtra
IAM00003359,,EMP12095,  ira.mannan45  ,Legal,AUTH_FAILED,biometric,UNKNOWN,vdr-12095,,SID928443,0,,117,Delhi,,EMP12095,ira.mannan45,Legal,LOGIN_FAILED,login_failed,True,False,BIOMETRIC,0.0.0.0,False,True,VDR-12095,,SID928443,False,,100.0,Delhi
IAM00010584,04/08/2026 01:14,EMP10750,WAZIR.BOBAL30,,LOGIN_FAILED,password,UNKNOWN,LPT-10750,,,no,account locked,4,DL,2026-08-04 01:14:00,EMP10750,wazir.bobal30,Unknown,LOGIN_FAILED,login_failed,True,False,PASSWORD,0.0.0.0,False,True,LPT-10750,,UNKNOWN_SESSION,False,account locked,4.0,DL
IAM00017097,,emp_10670,lekha.prabhu41,IT,Successful Login,certificate,UNKNOWN,LPT-10670,DEV75149,SID478721,True,,47,,,EMP10670,lekha.prabhu41,Engineering,SUCCESSFUL_LOGIN,other,False,False,CERTIFICATE,0.0.0.0,False,True,LPT-10670,DEV-75149,SID478721,True,,47.0,
IAM00014119,2026-08-10 19:59:49,EMP-10999,yoshita.raval66,Call Center,LOGIN_SUCCESS,mfa,10.66.197,WS-10999,DEV39850,SID458456,True,,70,Punjab,2026-08-10 19:59:49,EMP10999,yoshita.raval66,Call Center,LOGIN_SUCCESS,login_success,False,False,MFA,10.66.197,False,True,WS-10999,DEV-39850,SID458456,True,,70.0,Punjab
IAM00011802,2026-08-23 00:10:00,EMP-11208,utkarsh.tata53,Marketing,SSO_SUCCESS,otp,999.999.999.999,LPT-11208,DEV69055,,False,,79,India,2026-08-23 00:10:00,EMP11208,utkarsh.tata53,Marketing,SSO_SUCCESS,other,False,False,OTP,999.999.999.999,False,True,LPT-11208,DEV-69055,UNKNOWN_SESSION,False,,79.0,India
IAM00008039,1785549799,EMP-12092,vedant.muni67,hr dept,AUTH_SUCCESS,otp,152.38.57.224,ws-12092,DEV33086,SID576267,no,,87,,2026-08-01 02:03:19,EMP12092,vedant.muni67,Human Resources,LOGIN_SUCCESS,login_success,False,False,OTP,152.38.57.224,True,False,WS-12092,DEV-33086,SID576267,False,,87.0,
IAM00000150,2026-08-14 00:52:50,EMP10125,bishakha.varkey39,Compliance,SSO_SUCCESS,MFA,172.16.170.205,LPT-10125,DEV14877,SID781778,yes,NA,57,IN,2026-08-14 00:52:50,EMP10125,bishakha.varkey39,Compliance,SSO_SUCCESS,other,False,False,MFA,172.16.170.205,True,False,LPT-10125,DEV-14877,SID781778,True,NA,57.0,IN
IAM00000188,,EMP12822,neelima.verma76,Accounts,AUTH_FAILED,otp,192.168.57.94,WS-12822,DEV82985,,False,wrong_password,3,DL,,EMP12822,neelima.verma76,Finance,LOGIN_FAILED,login_failed,True,False,OTP,192.168.57.94,True,False,WS-12822,DEV-82985,UNKNOWN_SESSION,False,wrong_password,3.0,DL
IAM00019277,26-Aug-2026 07:57:55,EMP10898,udyati.sagar51,IT Dept,FAILED_LOGIN,password,UNKNOWN,LPT_10898,NA,,False,expired password,90/100,IN,2026-08-26 07:57:55,EMP10898,udyati.sagar51,Engineering,FAILED_LOGIN,other,False,False,PASSWORD,0.0.0.0,False,True,LPT-10898,,UNKNOWN_SESSION,False,expired password,90.0,IN
IAM00004491,,EMP11006,raksha.khanna85,Operations,Login Success,Certificate,191.223.162.127,WS-11006,,SID641759,True,,43,,,EMP11006,raksha.khanna85,Operations,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,191.223.162.127,True,False,WS-11006,,SID641759,True,,43.0,
IAM00004017,09/08/2026 01:49,emp11285,  azad.joshi75  ,finance dept,SSO_SUCCESS,OTP,192.168.94.211.0,LPT-11285.corp.local,NA,SID805108,True,,-4,PB,2026-08-09 01:49:00,EMP11285,azad.joshi75,Finance,SSO_SUCCESS,other,False,False,OTP,192.168.94.211.0,False,True,LPT-11285,,SID805108,True,,0.0,PB
IAM00018573,1788376832,emp12538,ekapad.nayar19,Brand Team,MFA_FAILED,SSO,,,DEV86989,,False,account locked,79/100,IN,2026-09-02 19:20:32,EMP12538,ekapad.nayar19,Brand Team,MFA_FAILED,mfa_failed,True,True,SSO,0.0.0.0,False,True,,DEV-86989,UNKNOWN_SESSION,False,account locked,79.0,IN
IAM00004686,14-Aug-2026 03:18:34,EMP11294,FORUM.GALA78,hr dept,LOGON_SUCCESS,Certificate,192.168.150.42,LPT-11294,DEV36777,SID703460,N,,-8,Delhi,2026-08-14 03:18:34,EMP11294,forum.gala78,Human Resources,LOGIN_SUCCESS,login_success,False,False,CERTIFICATE,192.168.150.42,True,False,LPT-11294,DEV-36777,SID703460,False,,0.0,Delhi
IAM00009380,,EMP12448,aarna_magar22,,SSO_SUCCESS,PASSWORD,10.128.138.,LPT-12448,DEV28135,SID753134,N,,48,DL,,EMP12448,aarna_magar22,Unknown,SSO_SUCCESS,other,False,False,PASSWORD,10.128.138.,False,True,LPT-12448,DEV-28135,SID753134,False,,48.0,DL
IAM00007677,2026/08/15,EMP11884,ranbir.bobal52,IT,LOGIN_SUCCESS,sso,86.122.213.170.0,lpt-11884,DEV96231,SID526708,yes,,23,Maharashtra,2026-08-15 00:00:00,EMP11884,ranbir.bobal52,Engineering,LOGIN_SUCCESS,login_success,False,False,SSO,86.122.213.170.0,False,True,LPT-11884,DEV-96231,SID526708,True,None,23.0,Maharashtra
