alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality,detected_timestamp_clean,resolved_timestamp_clean,is_temporal_anomaly,resolution_time_hours,user_id_clean,hostname_clean,severity_clean,severity_score,status_clean,is_active_alert,alert_type_clean,is_high_threat_type,file_path_clean,sha256_clean
EPA00002342,1788993466,,WS-10586,10586,Defender,Malware detected,P4,FP,Process attempted to access sensitive directory.,D:\Projects\scripts\cleanup.ps1,powershell.exe,48be6e35eaf6a57d2a90dd510e8b9af1449e7d678de652b33333e568f20f9244,,Medium,2026-09-09 22:37:46,,False,,EMP10586,WS-10586,LOW,25,OPEN,True,Malware Detected,True,D:\Projects\scripts\cleanup.ps1,48be6e35eaf6a57d2a90dd510e8b9af1449e7d678de652b33333e568f20f9244
EPA00007471,1788511052,05/09/2026,VDR-11199,EMP11199,Defender,Unauthorized USB,MEDIUM,WIP,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,unknown,5361a937838839ed64cc804fcfc673a25f344be04f197981af671d7b6669d2c3,admin,,2026-09-04 08:37:32,2026-09-05 00:00:00,False,15.37,EMP11199,VDR-11199,MEDIUM,50,IN_PROGRESS,True,Unauthorized Usb,False,E:\Backup\data.rar,5361a937838839ed64cc804fcfc673a25f344be04f197981af671d7b6669d2c3
EPA00003168,,09-Sep-2026 02:52:43,WS-10263,EMP10263,Windows Defender,Phishing URL blocked,Medium,CLOSED,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,unknown,c90d00580d26f655addb30cb93f4f899bec695ea5601c9ec9615ccdebecc319b,soc.analyst1,LOW,,2026-09-09 02:52:43,False,,EMP10263,WS-10263,MEDIUM,50,RESOLVED,False,Phishing Url Blocked,False,C:\Users\Public\Downloads\invoice.exe,c90d00580d26f655addb30cb93f4f899bec695ea5601c9ec9615ccdebecc319b
EPA00006130,2026/08/15,18/08/2026 06:53,VDR-12191,EMP12191,SentinelOne,Suspicious PowerShell Execution,Low,Resolved,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,unknown,64a27e8695fd06cf547cd0425165bd690dbe148dc677093cf5508d222605950a,unassigned,,2026-08-15 00:00:00,2026-08-18 06:53:00,False,78.88,EMP12191,VDR-12191,LOW,25,RESOLVED,False,Suspicious Powershell Execution,True,C:\Windows\Temp\update.tmp,64a27e8695fd06cf547cd0425165bd690dbe148dc677093cf5508d222605950a
EPA00005462,21-Aug-2026 04:19:30,2026-08-23 09:19:30,LPT-12205,EMP12205,Windows Defender,Ransomware Activity,P2,FP,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,unknown,0e61b0b15031cee4612f0a4efaf49955667d62679314fd3e96214d2e7981e642,unassigned,MEDIUM,2026-08-21 04:19:30,2026-08-23 09:19:30,False,53.0,EMP12205,LPT-12205,HIGH,75,OPEN,True,Ransomware Activity,True,C:\Windows\System32\drivers\etc\hosts,0e61b0b15031cee4612f0a4efaf49955667d62679314fd3e96214d2e7981e642
EPA00001265,2026-08-01 11:18:27,2026-08-02 09:18:27,VDR-11404,emp_11404,Defender,Unauthorized USB,Major,IN_PROGRESS,Process attempted to access sensitive directory.,C:\Windows\Temp\update.tmp,explorer.exe,7cb83ba1ec81acabeeb0bb2b0afe073294f5abc02eaea931939ae2583cacaa79,soc.analyst1,Critical,2026-08-01 11:18:27,2026-08-02 09:18:27,False,22.0,EMP11404,VDR-11404,MEDIUM,50,IN_PROGRESS,True,Unauthorized Usb,False,C:\Windows\Temp\update.tmp,7cb83ba1ec81acabeeb0bb2b0afe073294f5abc02eaea931939ae2583cacaa79
EPA00007644,2026-09-02T18:14:49,1788473689,LPT-10041,EMP 10041,Quick Heal,Trojan:Win32,High,Closed,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,,,unassigned,HIGH,2026-09-02 18:14:49,2026-09-03 22:14:49,False,28.0,EMP10041,LPT-10041,HIGH,75,RESOLVED,False,Trojan:Win32,True,C:\ProgramData\svc\agent.dll,unknown
EPA00005988,08/09/2026 08:32,09-Sep-2026 07:32:34,WS-10781,EMP10781,Windows Defender,Keylogger suspected,Low,Closed,Endpoint agent blocked execution. Review required.,,powershell.exe,a0a66799046568a0350c502c2ea4d3c480b467bedb86e42d14da18c739d66aa8,soc.analyst1,Critical,2026-09-08 08:32:00,2026-09-09 07:32:34,False,23.01,EMP10781,WS-10781,LOW,25,RESOLVED,False,Keylogger Suspected,False,Unknown,a0a66799046568a0350c502c2ea4d3c480b467bedb86e42d14da18c739d66aa8
EPA00005966,2026-08-27 09:55:39,,VDR-10343,10343,Windows Defender,Lateral movement detected,Major,In Progress,Malicious file blocked. User notified. Need validation.,C:\Users\user\Desktop\salary.xlsx,cmd.exe,4731662C98993EC2CF913D16C513EA624C36AECA947D22FE060A97EC5D223171,incident.team,,2026-08-27 09:55:39,,False,,EMP10343,VDR-10343,MEDIUM,50,IN_PROGRESS,True,Lateral Movement Detected,True,C:\Users\user\Desktop\salary.xlsx,4731662c98993ec2cf913d16c513ea624c36aeca947d22fe060a97ec5d223171
EPA00001229,,1788748861,LPT-11668,EMP 11668,McAfee,Browser hijack attempt,P3,Closed,Multiple failed attempts to disable security agent.,D:\Projects\scripts\cleanup.ps1,excel.exe,,,,,2026-09-07 02:41:01,False,,EMP11668,LPT-11668,MEDIUM,50,RESOLVED,False,Browser Hijack Attempt,False,D:\Projects\scripts\cleanup.ps1,unknown
EPA00004954,,,VDR-12527,EMP12527,Quick Heal,suspicious_powershell,L,OPEN,Malicious file blocked. User notified. Need validation.,C:\ProgramData\svc\agent.dll,explorer.exe,f56b1ce9abab650f25ad6c3b5a3d376b3193da7aa9aae5980ec1f1d6fbe27cbe,soc.analyst2,MEDIUM,,,False,,EMP12527,VDR-12527,LOW,25,OPEN,True,Suspicious_Powershell,True,C:\ProgramData\svc\agent.dll,f56b1ce9abab650f25ad6c3b5a3d376b3193da7aa9aae5980ec1f1d6fbe27cbe
EPA00000053,22/08/2026,08-23-2026 10:55:41 PM,WS-10137,EMP10137,SentinelOne,Lateral movement detected,High,N,Malicious file blocked. User notified. Need validation.,,excel.exe,2298f3ddfd5f879c98458301404d411da062c18e05c6dddefc8cee52c143ee06,unassigned,H,2026-08-22 00:00:00,2026-08-23 22:55:41,False,46.93,EMP10137,WS-10137,HIGH,75,OPEN,True,Lateral Movement Detected,True,Unknown,2298f3ddfd5f879c98458301404d411da062c18e05c6dddefc8cee52c143ee06
EPA00005928,1788688006,08/09/2026 10:46,VDR-11155,EMP11155,McAfee,Malware detected,M,N,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,msedge.exe,,admin,,2026-09-06 09:46:46,2026-09-08 10:46:00,False,48.99,EMP11155,VDR-11155,MEDIUM,50,OPEN,True,Malware Detected,True,D:\Projects\scripts\cleanup.ps1,unknown
EPA00005860,07/09/2026,09-08-2026 07:05:25 AM,VDR-10339,EMP10339,SentinelOne,Credential dumping attempt,P4,RESOLVED,Suspicious script execution observed. Logs attached.,,winword.exe,,soc.analyst1,HIGH,2026-09-07 00:00:00,2026-08-09 07:05:25,True,,EMP10339,VDR-10339,LOW,25,RESOLVED,False,Credential Dumping Attempt,True,Unknown,unknown
EPA00000160,08-04-2026 09:57:11 AM,1786096631,LPT_12102,EMP12102,McAfee,Malware detected,HIGH,OPEN,Threat detected after file download from external website.,C:\Windows\Temp\update.tmp,explorer.exe,6a2cf48d6bfef7267bfbb44c58f36bcce50f30b64e3322803310ffaf8db556ae,,M,2026-04-08 09:57:11,2026-08-07 09:57:11,False,2904.0,EMP12102,LPT-12102,HIGH,75,OPEN,True,Malware Detected,True,C:\Windows\Temp\update.tmp,6a2cf48d6bfef7267bfbb44c58f36bcce50f30b64e3322803310ffaf8db556ae
EPA00001588,06-Sep-2026 22:20:23,,LPT-11440,EMP-11440,CrowdStrike,Unusual admin share access,P2,O,Endpoint agent blocked execution. Review required.,D:\Projects\scripts\cleanup.ps1,chrome.exe,e24a89f3a0b8fd57ecc7afdc814580e6295e9c5e2da38e169e35d96b4d58c096,unassigned,L,2026-09-06 22:20:23,,False,,EMP11440,LPT-11440,HIGH,75,OPEN,True,Unusual Admin Share Access,False,D:\Projects\scripts\cleanup.ps1,e24a89f3a0b8fd57ecc7afdc814580e6295e9c5e2da38e169e35d96b4d58c096
EPA00001590,08-05-2026 12:08:14 PM,2026-08-07 04:08:14,,11660,Kaspersky,Phishing URL blocked,Minor,NEW,Multiple failed attempts to disable security agent.,,,,incident.team,LOW,2026-05-08 12:08:14,2026-08-07 04:08:14,False,2176.0,EMP11660,,LOW,25,OPEN,True,Phishing Url Blocked,False,Unknown,unknown
EPA00007477,04/09/2026 20:27,08/09/2026 14:27,WS-11067,EMP11067,McAfee,Ransomware Activity,P4,R,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,excel.exe,66bafd28d617c92fec6ffe1b997df48eb511cfde78a44855e1f854a480fbfb0b,soc.analyst2,L,2026-09-04 20:27:00,2026-09-08 14:27:00,False,90.0,EMP11067,WS-11067,LOW,25,OPEN,True,Ransomware Activity,True,C:\Users\Public\Downloads\invoice.exe,66bafd28d617c92fec6ffe1b997df48eb511cfde78a44855e1f854a480fbfb0b
EPA00004499,2026-08-31 20:37:13,05/09/2026,LPT-12314,emp_12314,SentinelOne,Keylogger suspected,Moderate,N,Multiple failed attempts to disable security agent.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,42ce37056ffed3f0b8d32ab9ab9b611450fc8fac4898ed0e4bac10fe03c2376d,,Critical,2026-08-31 20:37:13,2026-09-05 00:00:00,False,99.38,EMP12314,LPT-12314,MEDIUM,50,OPEN,True,Keylogger Suspected,False,C:\Users\user\AppData\Local\Temp\cache.bin,42ce37056ffed3f0b8d32ab9ab9b611450fc8fac4898ed0e4bac10fe03c2376d
EPA00005235,2026/08/30,02-Sep-2026 01:20:46,VDR-11581,EMP11581,SYMANTEC,Browser hijack attempt,Medium,Closed,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,,,,MEDIUM,2026-08-30 00:00:00,2026-09-02 01:20:46,False,73.35,EMP11581,VDR-11581,MEDIUM,50,RESOLVED,False,Browser Hijack Attempt,False,D:\Projects\scripts\cleanup.ps1,unknown
EPA00003859,08-17-2026 01:08:39 AM,1787234919,LPT-12640,EMP 12640,Quick Heal,Keylogger suspected,P4,Open,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,python.exe,0d2ac0b70131ccd0a5fa2f82b5d22791c4af54916fdbd03c69894a4a2511b26a,soc.analyst2,H,2026-08-17 01:08:39,2026-08-20 14:08:39,False,85.0,EMP12640,LPT-12640,LOW,25,OPEN,True,Keylogger Suspected,False,D:\Projects\scripts\cleanup.ps1,0d2ac0b70131ccd0a5fa2f82b5d22791c4af54916fdbd03c69894a4a2511b26a
EPA00004971,06-Sep-2026 08:50:37,,VDR-11013.corp.local,EMP11013,Carbon Black,Suspicious PowerShell Execution,Medium,Not Malicious,Alert generated from heuristic engine. Possible false positive.,C:\ProgramData\svc\agent.dll,cmd.exe,6fade546e89d185c534eb47c002fa50ac293bbab0702edfd700bd8a829434425,,CRITICAL,2026-09-06 08:50:37,,False,,EMP11013,VDR-11013,MEDIUM,50,OPEN,True,Suspicious Powershell Execution,True,C:\ProgramData\svc\agent.dll,6fade546e89d185c534eb47c002fa50ac293bbab0702edfd700bd8a829434425
EPA00002829,,2026-08-24 03:16:21,,EMP 10274,Quick Heal,Credential dumping attempt,P3,IN_PROGRESS,Alert triggered by abnormal network connection.,C:\Users\user\Desktop\salary.xlsx,winword.exe,4db044f63650e475fd492d2f41fcde94adbbc8cc7994fdc0dad12931a9e0c6bc,,MEDIUM,,2026-08-24 03:16:21,False,,EMP10274,,MEDIUM,50,IN_PROGRESS,True,Credential Dumping Attempt,True,C:\Users\user\Desktop\salary.xlsx,4db044f63650e475fd492d2f41fcde94adbbc8cc7994fdc0dad12931a9e0c6bc
EPA00000437,2026-08-26T21:38:22,,,10682,Quick Heal,suspicious_powershell,MEDIUM,FALSE_POSITIVE,Process attempted to access sensitive directory.,,chrome.exe,,admin,CRITICAL,2026-08-26 21:38:22,,False,,EMP10682,,MEDIUM,50,DISMISSED,False,Suspicious_Powershell,True,Unknown,unknown
EPA00005543,08-09-2026 07:12:28 PM,2026/08/09,LPT-12245,emp12245,Defender,Unusual admin share access,M,FP,Process attempted to access sensitive directory.,,chrome.exe,f35453f4cb04c7e040b69a3a3,,H,2026-09-08 19:12:28,2026-08-09 00:00:00,True,,EMP12245,LPT-12245,MEDIUM,50,OPEN,True,Unusual Admin Share Access,False,Unknown,f35453f4cb04c7e040b69a3a3
EPA00003879,09-08-2026 01:21:37 PM,09-08-2026 04:21:37 AM,LPT-12043,EMP12043,Kaspersky,Unusual admin share access,MEDIUM,New,Endpoint protection detected suspicious activity on host.,,cmd.exe,a201846455236ce8fd51d265f0f0b82804a3c6f8417ffbf0a78493c755af55e8,unassigned,Medium,2026-08-09 13:21:37,2026-08-09 04:21:37,True,,EMP12043,LPT-12043,MEDIUM,50,OPEN,True,Unusual Admin Share Access,False,Unknown,a201846455236ce8fd51d265f0f0b82804a3c6f8417ffbf0a78493c755af55e8
EPA00001589,08/09/2026 17:55,,LPT-11489,EMP 11489,CrowdStrike,Phishing URL blocked,M,O,Endpoint agent blocked execution. Review required.,D:\Projects\scripts\cleanup.ps1,unknown,55d9331c05a8afd58bc10e44ef48bb4c016230130cd793544aeefcbc5ebdf93a,,Critical,2026-09-08 17:55:00,,False,,EMP11489,LPT-11489,MEDIUM,50,OPEN,True,Phishing Url Blocked,False,D:\Projects\scripts\cleanup.ps1,55d9331c05a8afd58bc10e44ef48bb4c016230130cd793544aeefcbc5ebdf93a
EPA00002781,21/08/2026 22:02,20/08/2026 13:02,VDR-12218,EMP-12218,McAfee,Phishing URL blocked,Moderate,CLOSED,Multiple failed attempts to disable security agent.,C:\Windows\Temp\update.tmp,,,,Medium,2026-08-21 22:02:00,2026-08-20 13:02:00,True,,EMP12218,VDR-12218,MEDIUM,50,RESOLVED,False,Phishing Url Blocked,False,C:\Windows\Temp\update.tmp,unknown
EPA00006735,,,VDR-10099.corp.local,EMP10099,Kaspersky,Phishing URL blocked,Critical,O,Threat detected after file download from external website.,C:\ProgramData\svc\agent.dll,python.exe,cb633f58828f2097a942f1320f,soc.analyst2,M,,,False,,EMP10099,VDR-10099,CRITICAL,100,OPEN,True,Phishing Url Blocked,False,C:\ProgramData\svc\agent.dll,cb633f58828f2097a942f1320f
EPA00007700,03-Aug-2026 20:37:12,05/08/2026 05:37,VDR-12490,EMP12490,Kaspersky,Keylogger suspected,Low,NEW,Endpoint agent blocked execution. Review required.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,,,LOW,2026-08-03 20:37:12,2026-08-05 05:37:00,False,33.0,EMP12490,VDR-12490,LOW,25,OPEN,True,Keylogger Suspected,False,C:\Users\user\AppData\Local\Temp\cache.bin,unknown
EPA00006175,08-20-2026 02:03:58 PM,24/08/2026 22:03,VDR-11797,EMP 11797,Kaspersky,Suspicious PowerShell Execution,Major,Investigating,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,python.exe,c1b7f926996078a7b0d970f205da20fcc9875e545e006e129cc672005ce3496f,soc.analyst2,CRITICAL,2026-08-20 14:03:58,2026-08-24 22:03:00,False,103.98,EMP11797,VDR-11797,MEDIUM,50,IN_PROGRESS,True,Suspicious Powershell Execution,True,C:\Windows\System32\drivers\etc\hosts,c1b7f926996078a7b0d970f205da20fcc9875e545e006e129cc672005ce3496f
EPA00000974,2026-08-07 22:26:34,,VDR-12646,EMP12646,SentinelOne,Keylogger suspected,P3,Open,Alert generated from heuristic engine. Possible false positive.,E:\Backup\data.rar,winword.exe,1b67ea397d7fd1470419a40fe02eca8c362b1e43c168794561f486a83a76144b,,,2026-08-07 22:26:34,,False,,EMP12646,VDR-12646,MEDIUM,50,OPEN,True,Keylogger Suspected,False,E:\Backup\data.rar,1b67ea397d7fd1470419a40fe02eca8c362b1e43c168794561f486a83a76144b
EPA00001239,2026-09-08T11:57:55,12/09/2026,vdr-12725,emp_12725,Kaspersky,Suspicious PowerShell Execution,P2,NEW,Process attempted to access sensitive directory.,D:\Projects\scripts\cleanup.ps1,winword.exe,eafe0d5c0dce410529b46cbe1c186ab76ed0d6224693734171004d80d4c363e2,,Low,2026-09-08 11:57:55,2026-09-12 00:00:00,False,84.03,EMP12725,VDR-12725,HIGH,75,OPEN,True,Suspicious Powershell Execution,True,D:\Projects\scripts\cleanup.ps1,eafe0d5c0dce410529b46cbe1c186ab76ed0d6224693734171004d80d4c363e2
EPA00002952,17-Aug-2026 03:31:24,21-Aug-2026 14:31:24,LPT-10545,10545,SentinelOne,Unusual admin share access,P4,RESOLVED,Suspicious script execution observed. Logs attached.,C:\Users\Public\Downloads\invoice.exe,,a95b44b1daff2c5bbc4ce63b0ee3a3b4a56d457df090808649f6295d78267752,,HIGH,2026-08-17 03:31:24,2026-08-21 14:31:24,False,107.0,EMP10545,LPT-10545,LOW,25,RESOLVED,False,Unusual Admin Share Access,False,C:\Users\Public\Downloads\invoice.exe,a95b44b1daff2c5bbc4ce63b0ee3a3b4a56d457df090808649f6295d78267752
EPA00002343,2026-09-08T07:30:31,,VDR-11328.corp.local,EMP11328,Carbon Black,Unauthorized USB,MEDIUM,Resolved,Alert triggered by abnormal network connection.,D:\Projects\scripts\cleanup.ps1,cmd.exe,5233987a309,,H,2026-09-08 07:30:31,,False,,EMP11328,VDR-11328,MEDIUM,50,RESOLVED,False,Unauthorized Usb,False,D:\Projects\scripts\cleanup.ps1,5233987a309
EPA00004994,2026-08-29 22:13:48,,LPT_11476,EMP11476,Carbon Black,Keylogger suspected,Severe,False Positive,Multiple failed attempts to disable security agent.,C:\Users\user\Desktop\salary.xlsx,,bcbe36371fcc30aac2bf50812679131b507217dca57e85a7e0f2cf990c422f2f,soc.analyst2,Critical,2026-08-29 22:13:48,,False,,EMP11476,LPT-11476,CRITICAL,100,DISMISSED,False,Keylogger Suspected,False,C:\Users\user\Desktop\salary.xlsx,bcbe36371fcc30aac2bf50812679131b507217dca57e85a7e0f2cf990c422f2f
EPA00007069,,,LPT-10469,EMP10469,SYMANTEC,Browser hijack attempt,MEDIUM,New,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,unknown,,admin,High,,,False,,EMP10469,LPT-10469,MEDIUM,50,OPEN,True,Browser Hijack Attempt,False,E:\Backup\data.rar,unknown
EPA00001498,17/08/2026 10:34,,VDR-11999,EMP-11999,Defender,Trojan:Win32,Moderate,Open,Process attempted to access sensitive directory.,,msedge.exe,db1b4b83b3c64b45ad6d667e1d32284fe2f43fa9b69fac9b9cc03dd702200d0e,admin,CRITICAL,2026-08-17 10:34:00,,False,,EMP11999,VDR-11999,MEDIUM,50,OPEN,True,Trojan:Win32,True,Unknown,db1b4b83b3c64b45ad6d667e1d32284fe2f43fa9b69fac9b9cc03dd702200d0e
EPA00004258,2026-08-02 15:33:24,2026-08-05 09:33:24,VDR-11729.corp.local,EMP 11729,Quick Heal,Ransomware Activity,H,New,Endpoint agent blocked execution. Review required.,C:\Users\user\AppData\Local\Temp\cache.bin,python.exe,14759613810c9654ab09f7cbae9cfe0a90cf84248083,unassigned,H,2026-08-02 15:33:24,2026-08-05 09:33:24,False,66.0,EMP11729,VDR-11729,HIGH,75,OPEN,True,Ransomware Activity,True,C:\Users\user\AppData\Local\Temp\cache.bin,14759613810c9654ab09f7cbae9cfe0a90cf84248083
EPA00002423,2026-08-08 19:45:20,,vdr-12890,EMP12890,Windows Defender,Malware detected,Low,RESOLVED,Alert triggered by abnormal network connection.,E:\Backup\data.rar,winword.exe,a41b69e035175080172e197de6d9ca8c75223380f5265eac38bab56c56e2b0c7,soc.analyst2,,2026-08-08 19:45:20,,False,,EMP12890,VDR-12890,LOW,25,RESOLVED,False,Malware Detected,True,E:\Backup\data.rar,a41b69e035175080172e197de6d9ca8c75223380f5265eac38bab56c56e2b0c7
EPA00007355,26/08/2026,31/08/2026 16:14,ws-10429,EMP10429,Windows Defender,Lateral movement detected,MEDIUM,R,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,powershell.exe,a27cd83d2e97034f7f00e02ad94384010126d39c197d4bd3d5a76b5f777fefd0,unassigned,M,2026-08-26 00:00:00,2026-08-31 16:14:00,False,136.23,EMP10429,WS-10429,MEDIUM,50,OPEN,True,Lateral Movement Detected,True,C:\Users\user\AppData\Local\Temp\cache.bin,a27cd83d2e97034f7f00e02ad94384010126d39c197d4bd3d5a76b5f777fefd0
EPA00005447,04/09/2026 02:52,2026/09/06,LPT-12911,EMP-12911,Quick Heal,Trojan:Win32,CRIT,New,Suspicious script execution observed. Logs attached.,C:\ProgramData\svc\agent.dll,,fb5c0f1d55b680d4af023e729023cbf90d9117be04d0681ec36eeaba5492a5a3,incident.team,H,2026-09-04 02:52:00,2026-09-06 00:00:00,False,45.13,EMP12911,LPT-12911,CRITICAL,100,OPEN,True,Trojan:Win32,True,C:\ProgramData\svc\agent.dll,fb5c0f1d55b680d4af023e729023cbf90d9117be04d0681ec36eeaba5492a5a3
EPA00007130,1785956161,,WS-12913,emp12913,SentinelOne,Lateral movement detected,High,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,,,,Critical,2026-08-05 18:56:01,,False,,EMP12913,WS-12913,HIGH,75,RESOLVED,False,Lateral Movement Detected,True,C:\ProgramData\svc\agent.dll,unknown
EPA00002093,2026-08-31 23:56:56,01/09/2026 12:56,,EMP10158,Quick Heal,Credential dumping attempt,HIGH,Investigating,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,python.exe,58db1157032e75c2c547986f29c4f216e84cca235cae23bb9d703422a926b20a,admin,Low,2026-08-31 23:56:56,2026-09-01 12:56:00,False,12.98,EMP10158,,HIGH,75,IN_PROGRESS,True,Credential Dumping Attempt,True,C:\Users\user\AppData\Local\Temp\cache.bin,58db1157032e75c2c547986f29c4f216e84cca235cae23bb9d703422a926b20a
EPA00002016,08-19-2026 08:07:55 AM,24/08/2026 00:07,LPT-11662,EMP11662,McAfee,ransomware_behavior,MEDIUM,O,Malicious file blocked. User notified. Need validation.,C:\ProgramData\svc\agent.dll,,152256a891967edf2dd07c75a1aaa69c2b618502d24912e741250616f0aa9b8e,soc.analyst1,CRITICAL,2026-08-19 08:07:55,2026-08-24 00:07:00,False,111.98,EMP11662,LPT-11662,MEDIUM,50,OPEN,True,Ransomware_Behavior,True,C:\ProgramData\svc\agent.dll,152256a891967edf2dd07c75a1aaa69c2b618502d24912e741250616f0aa9b8e
EPA00006849,25/08/2026,1787846140,WS-11850,EMP11850,SentinelOne,Unauthorized USB,P3,N,Endpoint protection detected suspicious activity on host.,C:\Users\user\Desktop\salary.xlsx,excel.exe,,incident.team,Medium,2026-08-25 00:00:00,2026-08-27 15:55:40,False,63.93,EMP11850,WS-11850,MEDIUM,50,OPEN,True,Unauthorized Usb,False,C:\Users\user\Desktop\salary.xlsx,unknown
EPA00006050,2026/08/26,26-Aug-2026 16:37:59,WS-11380,EMP11380,CrowdStrike,Malware detected,Major,RESOLVED,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,0B83F3FC5220771A98F5742C1D3B6FD9CD38D9A3C5AE56CC5CA2C318A3242348,soc.analyst1,Low,2026-08-26 00:00:00,2026-08-26 16:37:59,False,16.63,EMP11380,WS-11380,MEDIUM,50,RESOLVED,False,Malware Detected,True,C:\Windows\System32\drivers\etc\hosts,0b83f3fc5220771a98f5742c1d3b6fd9cd38d9a3c5ae56cc5ca2c318a3242348
EPA00000188,1785919932,,VDR-10559,EMP10559,Carbon Black,Trojan:Win32,MEDIUM,N,Threat detected after file download from external website.,E:\Backup\data.rar,explorer.exe,7f3929f7088ad310dcfa8345086727c89da24c61f0fb1287a5f65c0ce1aa367e,soc.analyst2,MEDIUM,2026-08-05 08:52:12,,False,,EMP10559,VDR-10559,MEDIUM,50,OPEN,True,Trojan:Win32,True,E:\Backup\data.rar,7f3929f7088ad310dcfa8345086727c89da24c61f0fb1287a5f65c0ce1aa367e
EPA00004717,2026-09-05 07:03:04,05/09/2026 16:03,VDR-11927,emp11927,Kaspersky,Phishing URL blocked,Moderate,CLOSED,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,,e0968a73d35586b9903cfb2d0220513e426d680afe2c3a44323fb32fe0c8caa2,soc.analyst1,Medium,2026-09-05 07:03:04,2026-09-05 16:03:00,False,9.0,EMP11927,VDR-11927,MEDIUM,50,RESOLVED,False,Phishing Url Blocked,False,C:\Users\user\AppData\Local\Temp\cache.bin,e0968a73d35586b9903cfb2d0220513e426d680afe2c3a44323fb32fe0c8caa2
EPA00003656,08/09/2026 01:09,1789038580,VDR-12806,EMP12806,Carbon Black,Lateral movement detected,M,New,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,unknown,5df25ca49c51ff31153432daef95af72677f451df01efb323dd0ed017903df1a,admin,MEDIUM,2026-09-08 01:09:00,2026-09-10 11:09:40,False,58.01,EMP12806,VDR-12806,MEDIUM,50,OPEN,True,Lateral Movement Detected,True,E:\Backup\data.rar,5df25ca49c51ff31153432daef95af72677f451df01efb323dd0ed017903df1a
EPA00003427,12-Aug-2026 21:18:28,,WS-12472,EMP12472,Quick Heal,USB device blocked,Moderate,WIP,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,unknown,,incident.team,CRITICAL,2026-08-12 21:18:28,,False,,EMP12472,WS-12472,MEDIUM,50,IN_PROGRESS,True,Usb Device Blocked,False,D:\Projects\scripts\cleanup.ps1,unknown
EPA00004904,2026-08-06 07:39:53,,LPT-10862,EMP10862,Windows Defender,Suspicious PowerShell Execution,HIGH,Closed,Alert generated from heuristic engine. Possible false positive.,D:\Projects\scripts\cleanup.ps1,python.exe,89ff7a27853c4f928b43dd8eb9285ece9c4268708c33c721b9111c1f3b3f5aa9,incident.team,L,2026-08-06 07:39:53,,False,,EMP10862,LPT-10862,HIGH,75,RESOLVED,False,Suspicious Powershell Execution,True,D:\Projects\scripts\cleanup.ps1,89ff7a27853c4f928b43dd8eb9285ece9c4268708c33c721b9111c1f3b3f5aa9
EPA00001382,1787807946,,,emp_10667,Quick Heal,Lateral movement detected,H,Not Malicious,Malicious file blocked. User notified. Need validation.,,msedge.exe,aea0641f4c11032926372366acc5c5d151e494b126e3cb2cf4b1198c392fd83c,,MEDIUM,2026-08-27 05:19:06,,False,,EMP10667,,HIGH,75,OPEN,True,Lateral Movement Detected,True,Unknown,aea0641f4c11032926372366acc5c5d151e494b126e3cb2cf4b1198c392fd83c
EPA00005076,2026-09-02 12:23:17,2026/09/05,LPT-11346,EMP11346,McAfee,Credential dumping attempt,LOW,N,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,msedge.exe,,admin,Low,2026-09-02 12:23:17,2026-09-05 00:00:00,False,59.61,EMP11346,LPT-11346,LOW,25,OPEN,True,Credential Dumping Attempt,True,C:\ProgramData\svc\agent.dll,unknown
