log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000008848,28/08/2026,vdr-11144,213.30.235.173,10.225.249.,25,3306,TCP/6,permit,17450029,1462473,SID873797,False,BLOCK_EXTERNAL_RDP,IN
FW000012912,,vdr-12218,10-235.70,192.168.220.94,22,3389,TCP/6,Allow,17595417,26444956,SID729069,False,UNKNOWN,United States
FW000027687,2026-08-21 12:30:44,LPT-11465,192.168.20.173,43.236.222.110,445,3389,TCP,PASS,24719278,32155714,SID721673,False,NA,IN
FW000025535,,ws-10531,10.127.142,999.999.999.999,8080,,TCP,pass,NA,19219867,SID457261,N,ALLOW_INTERNAL_DNS,Russia
FW000022460,1788541539,VDR-11966.corp.local,UNKNOWN,10.31.99.,3389,135,tcp,PASS,"48,502,583",1.2 MB,SID908011,False,block_tor_exit,US
FW000028751,02/08/2026 07:01,VDR-10086,10.234.186,173.9.195.222.0,135,445,6,PERMIT,3551643,39621574,SID610793,0,allow_office_apps,Russia
FW000017854,08-25-2026 10:14:10 PM,WS-12535,10.31.224,214.192.186.71,,135,TCP/6,Allow,16749213,-43368824,SID828453,False,ALLOW_WEB,ind
FW000010392,2026-09-05 15:12:20,LPT-10459,10.179.105,192.168.1.183,80,135,TCP/6,permit,"16,071,896",-34045630,SID604835,False,ALLOW_WEB,Russia
FW000019345,2026/08/04,WS-12176,UNKNOWN,103-213.42.187,8443,445,tcp,Allow,,25709.36 KB,SID486699,False,allow_office_apps,India
FW000004641,,ws-12515,,999.999.999.999,3389,22,TCP,ALLOW,745.0 KB,31546168,SID617973,False,block_tor_exit,United States
FW000002400,2026-08-01T11:50:23,WS-12901,10.173.233,10.36.28,80,3389,TCP/6,PERMIT,46942147,31881.23 KB,SID135447,N,block_tor_exit,India
FW000007311,2026-08-19 11:12:47,LPT-10567.corp.local,158.64.18.246,172.16.207.230,NA,3389,6,ALLOW,,35695724,SID823452,False,ALLOW_INTERNAL_DNS,United States
FW000017277,2026/08/13,,192.168.229.,172.16.37.85,445,8443,tcp,PASS,3808316,9.77 MB,SID409477,True,UNKNOWN,CN
FW000026608,26-Aug-2026 15:19:59,WS-12631.corp.local,172-16.176.93,172.16.54.86,83168,25,udp,ALLOW,2984.29 KB,,SID-405530,no,MONITOR_DB_ACCESS,India
FW000012001,25-Aug-2026 15:57:03,LPT-10217,UNKNOWN,192.168.125.93,135,,TCP/6,permit,8019471,15490202,,N,allow_office_apps,CN
FW000014025,08-01-2026 03:45:08 AM,LPT-12457,214.123.192.169,192.168.204.210,67195,,1,ALLOW,21738471,44111268,SID139647,False,MONITOR_DB_ACCESS,Russia
FW000025393,08-18-2026 03:33:13 PM,VDR-12159,10.140.152,999.999.999.999,135,25,TCP/6,PERMIT,18646822,21859678,SID386725,False,allow_office_apps,
FW000009598,,WS-10417,10.155.36,47.193.37.206,443,8443,6,PASS,NA,-24153100,SID288441,Y,ALLOW_WEB,China
FW000025362,2026/08/11,WS-10091,172.16.178.43,999.999.999.999,135,445,6,BLOCK,-31898092,38387.29 KB,SID837429,False,ALLOW_INTERNAL_DNS,RU
FW000002626,04/08/2026,WS_11296,10.10.78,192.168.28.57,-1,,tcp,PERMIT,"29,489,611",23554138,sid915453,False,ALLOW_INTERNAL_DNS,CN
FW000023882,15-Aug-2026 08:58:38,,52.163.66.222,172.16.146.62,80,3389,TCP/6,PERMIT,NA,14830958,,False,BLOCK_EXTERNAL_RDP,Russia
FW000011341,08-27-2026 02:43:44 AM,WS-10704,192.168.60.248,10.179.7,-4,3389,17,PASS,49286534,38825895,SID686956,False,ALLOW_INTERNAL_DNS,RU
FW000019533,,WS-12447,10.130.181,141.127.161.99,3306,,tcp,Allow,37245870,506189,SID-199403,False,,CN
FW000003347,02/09/2026 19:50,lpt-12000,172.16.37.245,172.16.106.148,NA,-2,TCP/6,PERMIT,46604905,13626668,SID436713,False,MONITOR_DB_ACCESS,China
FW000019258,2026/08/14,WS-11654,,172.16.110.89,443,445,ICMP,block,13348428,,SID876766,False,UNKNOWN,US
FW000015836,1786137715,WS_11067,10.93.40,187.33.192.,1433,1433,TCP/6,ALLOW,37.8 MB,,NA,no,ALLOW_INTERNAL_DNS,
FW000028991,2026-08-01T01:36:01,VDR-11247,10.92.247,25.227.224.,22,3389,TCP/6,drop,43019393,12.89 MB,SID-989186,no,,India
FW000008298,2026-08-15 01:34:27,WS-10195,53-93.131.157,199.132.195.167,53,0,TCP/6,ALLOW,12410988,"41,267,213",,no,UNKNOWN,ind
FW000008960,07/09/2026 08:14,LPT-11662,181.137.29.252,192.168.156.122,82104,135,17,drop,,14741945,SID396692,False,NA,CN
FW000016461,22/08/2026 10:15,VDR-10497,192.168.226.233,UNKNOWN,445,75841,TCP/6,deny,13057.94 KB,39007784,SID330071,False,ALLOW_WEB,Russia
FW000023674,09-05-2026 11:20:31 AM,VDR-10295,10.74.107,32.64.15.40,3306,8443,tcp,PASS,4517839,25176294,SID454836,False,DENY_TELNET,
FW000006652,,LPT-12275.corp.local,56.162.249.24,114.251.121.178,22,445,tcp,Deny,1568288,-39677567,SID831551,yes,UNKNOWN,IN
FW000004948,,VDR-11980,10.122.199,999.999.999.999,445,1433,tcp,PERMIT,7131092,34830226,SID842835,True,DENY_TELNET,United States
FW000022350,17/08/2026,VDR-10040,999.999.999.999,172-16.27.20,80,-1,TCP/6,BLOCK,49927372,,SID904705,False,BLOCK_EXTERNAL_RDP,unknown
FW000010453,2026-08-10 07:21:46,VDR-11195,999.999.999.999,131.42.170.118,NA,1433,tcp,Allow,"9,676,985","43,504,172",SID267328,False,block_tor_exit,China
FW000016219,09-03-2026 07:19:16 PM,WS_12037,999.999.999.999,188.232.207.31,53,1433,UDP,PASS,NA,-6274365,SID105161,False,allow_office_apps,United States
FW000009968,2026-08-28 21:37:31,VDR-12875.corp.local,218.170.205.,192.168.171.202,0,,TCP,PERMIT,32156498,43630295,SID311546,False,DENY_TELNET,unknown
FW000025909,2026-08-02T02:09:38,VDR-11636,10.180.22,203.52.38.117,,8443,UDP,PERMIT,30.57 MB,"33,498,579",SID103878,False,,ind
FW000023250,2026/09/05,VDR-12437,172.16.128.7,91.94.255.32,NA,1433,tcp,BLOCK,22458991,4128380,SID293714,False,,Russia
FW000000094,17/08/2026 18:07,vdr-12247,192.168.200.187,192.168.78.208,22,1433,TCP/6,pass,NA,7608080,SID895785,False,BLOCK_EXTERNAL_RDP,US
FW000017254,2026-08-10T09:09:31,VDR-11634,192.168.189.209,172-16.41.105,77582,NA,udp,PASS,35458954,21.5 MB,,0,DENY_TELNET,ind
FW000009253,2026-08-16 23:21:18,WS-12217,97-77.122.223,10.99.152,3306,80,TCP/6,deny,"7,738,355",18971.94 KB,SID222208,no,BLOCK_EXTERNAL_RDP,ind
FW000007172,2026-08-05 05:57:18,WS-12724,77.248.7.229,10.89.87.0,8443,443,6,Allow,29812111,,SID512729,False,ALLOW_INTERNAL_DNS,United States
FW000006792,2026-08-13T23:16:48,VDR-10759,UNKNOWN,10.79.198,-2,-1,tcp,PERMIT,46943.54 KB,18745302,sid644446,N,DENY_TELNET,India
FW000009140,09/09/2026 04:28,VDR-12042,,126.45.64.138.0,8443,,TCP/6,PERMIT,13916037,-37888141,SID-204683,0,BLOCK_EXTERNAL_RDP,
FW000010400,08-10-2026 11:58:20 AM,WS-12545,209.69.12.96,192.168.200.,25,135,TCP,PERMIT,-32874050,1.1 MB,,False,block_tor_exit,RU
FW000018723,2026-08-27 03:02:14,LPT-10750,192.168.107.5,192.168.142.203,91051,67318,TCP/6,pass,17827102,44471586,sid666715,False,UNKNOWN,United States
FW000020738,,lpt-12085,192.168.143.170,10.105.185,53,8080,6,pass,,10352255,SID867775,no,block_tor_exit,
FW000025218,08-10-2026 08:32:42 PM,ws-11454,10.126.131,192.168.60.210,25,69499,UDP,ALLOW,29791251,47053864,SID470662,False,block_tor_exit,IN
FW000007845,12/08/2026 03:38,LPT-12805,10.240.18,50.125.166.242,443,3389,17,PASS,31169.74 KB,22433245,,False,allow_office_apps,ind
FW000016332,2026-08-09 01:00:23,WS-12139,192.168.190.,186.194.29.49,8443,,tcp,PASS,20906021,33854574,SID-748765,False,DENY_TELNET,RU
FW000022135,10/08/2026 03:50,VDR-11240,10.215.242,,135,135,TCP,PERMIT,,1993.77 KB,SID520141,False,UNKNOWN,
FW000001886,2026-08-18 22:00:01,ws-11228,192.168.190.59,192.168.122.211,53,25,UDP/17,deny,10.96 MB,"19,658,611",NA,0,NA,
FW000026749,08-08-2026 05:39:53 PM,VDR-12270,140.67.71.151,10.242.208,445,,TCP/6,pass,NA,,SID223263,True,ALLOW_WEB,
FW000022835,05/09/2026 20:36,LPT-12355.corp.local,62.2.28.88,217.47.98.59,445,80,UDP/17,drop,10514885,"20,955,218",SID444501,Y,,RU
FW000012787,2026/08/14,vdr-10848,118.200.250.58,113.87.26.206,3389,3306,17,Allow,44626034,30717752,,False,,CN
FW000005774,,LPT-12258,192.168.107.132,10.122.87,445,3389,TCP,PASS,34163149,41015662,NA,False,BLOCK_EXTERNAL_RDP,India
FW000020001,1787867253,WS-12442,58-168.69.117,192-168.73.180,-5,22,TCP,PASS,48044938,30571612,SID587693,False,MONITOR_DB_ACCESS,IN
FW000008191,2026/08/13,WS-12037,10.160.205,192.168.90.17,NA,,TCP,pass,"18,612,829",23912298,SID794297,False,DENY_TELNET,
FW000025464,08-25-2026 07:23:18 AM,VDR-11307,UNKNOWN,192.168.84.91,25,3389,TCP,permit,26180.27 KB,21774551,sid621371,no,allow_office_apps,
FW000000003,2026-08-31T10:09:55,,172.16.178.69,192.168.248.52,53,80401,UDP,pass,5.85 MB,8936243,SID201805,no,DENY_TELNET,unknown
FW000016092,1788690761,VDR-11402,32.84.117.102,172.16.48.49,53,22,tcp,PERMIT,"38,133,740",19.71 MB,SID-517654,False,BLOCK_EXTERNAL_RDP,
FW000002760,2026/08/14,LPT-10065,192.168.191.140,10.101.24,3389,NA,TCP/6,BLOCK,20906337,-6619690,SID938645,False,ALLOW_WEB,unknown
FW000022124,26/08/2026,VDR-10535,192.168.31.34,172.16.53.206.0,25,25,TCP/6,permit,43082322,24238632,NA,False,BLOCK_EXTERNAL_RDP,
FW000020340,08-05-2026 10:07:51 AM,LPT-10981,163-160.126.174,172.16.217.45,8080,3389,TCP,permit,13767561,37314031,SID153032,Y,UNKNOWN,RU
FW000012223,1787049765,LPT-12134,172.16.91.135,999.999.999.999,3389,135,TCP,Allow,23241677,486269,SID538222,no,NA,
FW000009426,08-10-2026 04:21:49 AM,WS-10301,172-16.49.69,192.168.48.135.0,-4,80,tcp,PASS,7688072,NA,SID373735,False,allow_office_apps,
FW000028138,07/09/2026 16:52,VDR-12153,999.999.999.999,24.85.233.214,,53,tcp,DROP,8361966,"15,507,374",SID843579,True,allow_office_apps,Russia
FW000007850,,VDR-10793,52.65.79.207,192.168.230.112,25,22,TCP/6,pass,13.45 MB,NA,SID557820,no,ALLOW_INTERNAL_DNS,ind
FW000003176,2026-08-29T18:14:28,VDR-10805,192.168.74.233,999.999.999.999,25,22,TCP/6,ALLOW,47927098,144489,SID281528,Y,DENY_TELNET,IN
FW000024717,1787637011,,192.168.65.95,104-59.142.217,22,-4,UDP/17,deny,32222441,36319855,SID401967,False,block_tor_exit,IN
FW000015670,,ws-12255,149.128.254.,45.146.216.38,3389,8080,tcp,BLOCK,,,SID310705,N,,
FW000016305,1787320175,ws-10338,172.16.88.135,10.7.158.0,443,8080,17,deny,25648751,"25,027,902",sid489067,False,MONITOR_DB_ACCESS,China
FW000002466,2026-08-27T09:37:54,WS-10408,,112.207.37.12,22,8080,udp,drop,47138076,23.91 MB,SID887325,False,NA,India
FW000025500,1788325671,VDR-12353,UNKNOWN,97.136.184.,-1,22,UDP,pass,14987508,41848862,SID899159,False,ALLOW_WEB,RU
FW000014275,2026-08-30T17:28:22,VDR-11236.corp.local,90.182.19.83.0,192.168.33.114,80,3389,6,pass,NA,34535259,SID886668,False,BLOCK_EXTERNAL_RDP,ind
FW000027949,,WS-10908,192.168.94.,35.199.41.162,8443,69404,UDP/17,BLOCK,17850413,"39,271,126",SID703457,N,BLOCK_EXTERNAL_RDP,India
FW000015613,2026-09-08 00:18:24,LPT_10054,87.59.27.153,UNKNOWN,NA,443,TCP/6,PERMIT,13252428,18900.82 KB,SID911458,0,ALLOW_INTERNAL_DNS,IN
FW000021583,01/08/2026 23:31,LPT-10939,215.248.35.191,138.162.35.51,3389,80,TCP/6,DROP,45612334,36866981,SID932594,0,,Russia
FW000002512,30-Aug-2026 06:46:37,ws-10928,201.28.229.77,172.16.46.,135,0,tcp,DENY,,36457557,sid876200,no,,
FW000015249,05/09/2026 20:25,VDR-12151,,999.999.999.999,3306,99379,1,PERMIT,NA,5.45 MB,sid338702,False,allow_office_apps,ind
FW000024504,,VDR-11188,192.168.134.220,124.245.101.86,67795,1433,6,permit,31323517,15612728,SID757744,no,MONITOR_DB_ACCESS,RU
FW000029293,1785756224,WS-12798.corp.local,,999.999.999.999,,8080,tcp,permit,"3,883,254",24271145,,N,,US
FW000003622,26-Aug-2026 14:53:18,VDR-12847,172.16.187.32,10.183.3,443,8443,6,PERMIT,3465570,-10240651,SID681019,no,ALLOW_INTERNAL_DNS,United States
FW000002318,2026-09-02 08:11:31,ws-12037,64.233.5.205,166.199.151.31,8080,,TCP/6,Allow,"6,373,922",16304154,SID-411292,False,ALLOW_INTERNAL_DNS,US
FW000007087,02/08/2026 20:34,WS-11172,192.168.148.220,10.29.164,1433,-1,TCP,permit,"22,775,870",45.74 MB,SID-730074,False,allow_office_apps,United States
FW000018570,2026-08-05 10:44:33,WS-10034,10.141.77,UNKNOWN,53,1433,TCP,permit,-19714810,47.62 MB,,False,UNKNOWN,
FW000004478,04/08/2026 23:56,VDR-11375,10.120.155.0,999.999.999.999,443,78820,TCP,pass,38200.94 KB,10879.96 KB,NA,N,ALLOW_WEB,IN
FW000010083,1788298863,LPT-10763,172.16.105.172,UNKNOWN,3389,445,TCP,drop,,36643901,SID446779,False,,
FW000001156,06/08/2026 22:39,VDR-11199,66.131.152.127.0,172.16.7.193,135,53,tcp,ALLOW,"16,921,205",-32034895,,N,allow_office_apps,unknown
FW000002487,2026-08-01T18:53:47,LPT_10972,172.16.27.,192.168.73.148,25,25,tcp,Allow,NA,39456776,,False,ALLOW_INTERNAL_DNS,China
FW000028755,1788950488,LPT-11818,172.16.44.,87.158.252.70.0,3389,95802,6,deny,27509.34 KB,12020297,SID264647,N,ALLOW_WEB,CN
FW000027461,,VDR-10647,220.179.154.124,999.999.999.999,135,-4,6,PERMIT,20613318,44098215,,False,DENY_TELNET,
FW000003228,2026/08/30,WS-12319,71.78.174.20,10.155.136,-5,90473,TCP,ALLOW,"37,058,083",46353338,SID260710,True,,unknown
FW000015016,2026/08/08,WS-12309,189.69.137.,10.227.55,3306,445,tcp,pass,33391.11 KB,NA,SID916678,N,allow_office_apps,US
FW000019382,1787593857,LPT-10129,UNKNOWN,172.16.28.,1433,96406,TCP,BLOCK,"28,775,779",532291,sid465221,0,allow_office_apps,China
FW000019552,09/08/2026 21:58,ws-11514,172.16.40.233,158.62.13.101.0,,8080,6,permit,15263992,42793998,SID783827,False,BLOCK_EXTERNAL_RDP,China
FW000013542,2026-09-07 17:35:56,LPT-11584,10.70.3,103.161.29.12,25,53,tcp,DROP,"28,088,723",12419866,SID103770,no,DENY_TELNET,China
FW000023025,1787159894,WS-11076,192.168.30.141,101.213.52.93,22,135,tcp,PASS,45745620,20277109,SID314313,0,block_tor_exit,
FW000004393,06/09/2026,LPT-11229,212.102.61.23,132-220.255.114,53,NA,6,ALLOW,28193284,27049401,SID827514,False,BLOCK_EXTERNAL_RDP,United States
FW000028310,08-08-2026 08:54:17 AM,LPT-12620,192.168.67.6,192.168.213.33,25,1433,tcp,PASS,"31,653,196",24455388,,False,NA,United States
FW000018848,2026-09-06 14:46:08,,,10.167.85,3389,3389,tcp,block,-33073433,45470797,SID785669,False,BLOCK_EXTERNAL_RDP,US
FW000019231,,WS-12889,188.69.123.43,43.53.117.72,-3,53,TCP/6,permit,48061.54 KB,12728676,SID447580,False,UNKNOWN,
FW000008873,09/09/2026 13:16,LPT-10650,,192.168.125.49,1433,25,TCP/6,ALLOW,21460.81 KB,,SID-171021,False,ALLOW_WEB,RU
FW000026064,,WS-11362,163-132.156.145,10.248.93,22,443,tcp,Allow,27853.79 KB,39488296,SID752346,0,allow_office_apps,Russia
FW000002192,03-Aug-2026 21:52:41,LPT-10671,172.16.46.106,20.130.11.207,71405,443,udp,drop,"1,148,024",14285988,,False,UNKNOWN,Russia
FW000009922,,VDR_11091,,UNKNOWN,,NA,tcp,permit,26370365,4600.68 KB,SID698437,False,allow_office_apps,unknown
FW000008002,08-11-2026 05:36:22 PM,WS-11868,172.16.5.,180.137.6.116,443,22,TCP/6,Allow,5.61 MB,41572311,SID265645,False,UNKNOWN,US
FW000022606,1787230391,WS-10225.corp.local,220.115.62.215,10.193.19,73117,78397,1,PASS,13128417,"11,933,055",,False,BLOCK_EXTERNAL_RDP,China
FW000006669,2026/09/01,LPT-10854,172.16.103.122,172.16.90.178.0,135,445,TCP,PERMIT,NA,35372192,SID113285,False,,
FW000013359,,LPT-10130.corp.local,172.16.244.100,UNKNOWN,135,135,TCP,Allow,20244836,,SID488453,False,block_tor_exit,
FW000026454,25/08/2026 19:30,ws-12307,172.16.51.198.0,145.117.84.71,,8443,UDP,block,28870946,39.44 MB,SID-520840,False,ALLOW_INTERNAL_DNS,ind
FW000008164,18/08/2026 23:30,lpt-10993,175.173.149.160,10.43.120,445,0,tcp,pass,44329974,11435812,SID737360,False,ALLOW_WEB,India
FW000017065,12-Aug-2026 00:51:13,LPT-12000,172.16.202.21,217.250.137.222,135,443,TCP/6,Allow,NA,10083.17 KB,SID931953,False,NA,China
FW000012819,09/09/2026 01:42,LPT-11190,192.168.106.50,172.16.184.9,-4,,udp,pass,,10774117,SID918865,0,DENY_TELNET,unknown
FW000024513,2026/08/25,VDR-10209,172.16.226.230,10.248.164,3389,25,6,permit,31891473,21134.1 KB,NA,0,DENY_TELNET,United States
FW000005910,2026-08-19 04:50:00,WS-10722,145.124.221.209,192.168.237.29,80,80,UDP,PERMIT,14710949,NA,sid696254,False,block_tor_exit,unknown
FW000020170,09/08/2026,VDR-12893.corp.local,169.40.188.185,87.106.36.114.0,443,80,TCP,pass,1607392,NA,SID858198,False,,ind
FW000029753,1786779333,VDR-11155,192.168.89.250,115.195.78.69,3306,3306,6,pass,19699081,"31,112,284",SID693672,False,MONITOR_DB_ACCESS,CN
FW000023784,2026-08-11 17:27:20,VDR-10633,999.999.999.999,179.27.135.89.0,3306,443,tcp,deny,"14,707,871",NA,SID550759,True,DENY_TELNET,IN
FW000021559,09/08/2026 09:12,VDR-11247,100.171.92.74,61.160.41.26,3306,NA,tcp,ALLOW,8572182,12092334,SID-804390,False,,India
FW000021125,08-20-2026 10:49:55 AM,WS-10982,10.31.208.,94.237.245.135,8080,445,6,PERMIT,29081019,14.42 MB,,N,,
FW000007321,23/08/2026 15:07,VDR-11130,172.16.201.25,999.999.999.999,53,NA,TCP/6,ALLOW,"35,894,012",21.46 MB,SID770204,False,UNKNOWN,United States
FW000014143,2026/08/17,LPT-12292.corp.local,186.63.62.161,126.193.193.77,1433,8443,TCP/6,DROP,33947833,21815662,SID129093,False,DENY_TELNET,
FW000022754,,WS-10725,172.16.181.253,999.999.999.999,445,8080,TCP/6,PERMIT,"38,443,067",46291979,SID873938,False,DENY_TELNET,unknown
FW000005299,18/08/2026,LPT-10863,UNKNOWN,47.160.72.118,8443,-5,UDP/17,ALLOW,10793015,12487743,SID424855,False,block_tor_exit,
FW000022426,10/08/2026,LPT_11414,10.224.8,172.16.65.69,8080,53,6,Allow,"45,772,523",37373466,SID228666,yes,MONITOR_DB_ACCESS,China
FW000028763,2026-08-31 11:04:45,WS-10837,197.159.69.103,192.168.34.29,NA,8080,6,deny,80107,39625445,SID153334,False,,unknown
FW000004241,2026/08/25,,138.255.125.71,172.16.119.129,80,8443,17,DROP,"1,763,664",,SID458998,False,allow_office_apps,RU
FW000021969,03/08/2026,VDR-11413,UNKNOWN,UNKNOWN,135,1433,TCP,pass,,NA,SID-483812,False,block_tor_exit,
FW000013935,17/08/2026 08:46,LPT-12103,172.16.140.102,185.220.105.,1433,445,TCP/6,ALLOW,4152530,"12,540,150",SID679300,False,UNKNOWN,RU
FW000016206,2026-09-03T14:32:09,VDR-10623,192.168.210.144,85.145.72.65.0,,53,UDP,permit,39086912,46064686,SID308763,False,,
FW000018877,10-Aug-2026 11:04:43,LPT-10437,UNKNOWN,10.77.251,8443,-5,6,Allow,32216912,43208320,SID103513,N,,China
FW000007613,2026/09/01,WS-10995,172.16.172.210,190.76.182.,53,3306,UDP/17,ALLOW,-10172489,6387566,sid341681,0,ALLOW_INTERNAL_DNS,
FW000009770,2026-08-27T22:55:40,VDR-10042,10.99.87,999.999.999.999,8080,3306,UDP/17,Allow,NA,"44,859,258",SID213540,N,,
FW000020480,08-02-2026 11:59:07 PM,WS_12018,,,443,25,TCP,BLOCK,5264107,17725348,SID-266841,True,MONITOR_DB_ACCESS,ind
FW000019657,16-Aug-2026 12:22:32,WS-11523,999.999.999.999,UNKNOWN,445,443,tcp,block,"15,878,884",30414937,,True,UNKNOWN,US
FW000010142,2026/08/30,,999.999.999.999,156.60.5.21,135,NA,UDP,PASS,-27003168,29209493,SID-822846,False,MONITOR_DB_ACCESS,CN
FW000026350,,VDR-11082,141.94.24.183.0,10.189.31.0,80,NA,6,pass,32.95 MB,"33,777,611",SID984415,0,UNKNOWN,Russia
FW000002890,2026-08-29T04:11:03,VDR-12052,172.16.255.44.0,102-224.22.51,3306,82937,TCP/6,PASS,25270755,,SID161506,False,NA,RU
FW000029533,2026/08/15,WS-11651,10.28.215,217.210.203.196,8443,445,17,Deny,"38,941,095",0.75 MB,,False,allow_office_apps,CN
FW000000789,08/08/2026 22:52,VDR-11874,172.16.52.25,22.208.74.168,3306,25,tcp,PERMIT,614591,37440203,SID871875,False,UNKNOWN,US
FW000020593,2026-09-09 06:26:54,VDR-10057,113.80.238.139,181.210.60.126,8443,22,TCP,drop,26050736,NA,NA,False,UNKNOWN,ind
FW000019732,17/08/2026 18:26,VDR-10595,192.168.32.30,,25,94323,TCP/6,Deny,46539045,19854840,SID865029,False,MONITOR_DB_ACCESS,RU
FW000027191,07/09/2026,WS_12365,192.168.217.188,172.16.199.97,1433,22,tcp,permit,32.33 MB,29389236,SID381703,no,,CN
FW000020538,08-14-2026 06:41:38 AM,VDR-11618,999.999.999.999,192.168.81.246,,1433,udp,ALLOW,7278871,46776265,,False,block_tor_exit,CN
FW000019570,2026/08/05,WS-10812,192.168.20.105,172-16.130.148,25,8443,UDP/17,ALLOW,14800755,,SID334851,False,,
FW000013637,22/08/2026,VDR-11644,172.16.204.163,,,NA,6,BLOCK,"45,274,328",3.59 MB,SID569084,False,ALLOW_WEB,Russia
FW000003402,2026-08-25 18:06:31,LPT-10304,45.196.224.194,172.16.0.74,-3,-4,TCP/6,permit,47524741,"2,091,519",SID775294,False,BLOCK_EXTERNAL_RDP,ind
FW000020102,08-24-2026 11:55:42 PM,LPT-12672,172.16.112.226,10.38.145,,-1,6,Allow,10571204,42617398,SID925606,False,,Russia
FW000003378,08-27-2026 08:20:29 AM,ws-11308,10.206.251,10.50.46,8443,NA,17,pass,12368526,"38,183,066",SID246581,False,MONITOR_DB_ACCESS,CN
FW000024160,01/09/2026,ws-12409,31.207.143.188,999.999.999.999,94537,8080,tcp,deny,13915847,4379098,SID-964972,False,allow_office_apps,RU
FW000000584,2026-08-05 00:28:04,LPT-10939,999.999.999.999,221.237.107.190,NA,22,6,PERMIT,40318375,NA,SID730571,False,ALLOW_INTERNAL_DNS,United States
FW000009973,09-Sep-2026 04:21:28,WS-11739,192.168.125.167,192.168.185.174,445,22,tcp,PASS,49195334,-39882580,SID428598,False,ALLOW_WEB,ind
FW000016734,07/09/2026,VDR-10309,10.2.236,,96722,443,TCP,pass,39860.87 KB,3792523,SID838315,no,ALLOW_WEB,US
FW000020245,06/09/2026 03:42,,10.235.54,172.16.111.80,53,53,UDP/17,permit,49981,3750679,SID325397,N,ALLOW_INTERNAL_DNS,China
FW000026339,09-02-2026 07:51:30 PM,ws-11354,,172.16.194.155,135,NA,tcp,permit,,10.77 MB,SID615712,False,ALLOW_INTERNAL_DNS,ind
FW000019734,2026/08/23,,UNKNOWN,23.136.100.206,25,443,udp,permit,37472970,"15,045,028",,False,allow_office_apps,US
FW000015198,1786446920,WS-11565,79.192.132.75,10.253.133,25,67351,TCP,pass,"7,938,283",6440045,SID583338,False,allow_office_apps,Russia
FW000013898,2026-09-05 21:32:16,LPT-11919,197.217.61.162,25.52.190.166,3306,8080,UDP,Allow,26640503,35.85 MB,sid331900,False,UNKNOWN,India
FW000027881,2026-09-03 09:23:28,LPT-10583,222.97.122.164,172.16.134.26.0,22,80,udp,ALLOW,4542796,36000.09 KB,sid160839,N,allow_office_apps,RU
FW000000802,2026-08-10T20:13:33,VDR-10680,172-16.161.124,113.122.214.96,80,3306,tcp,PERMIT,18.18 MB,15.26 MB,SID157488,False,ALLOW_INTERNAL_DNS,ind
FW000029120,08-16-2026 06:22:20 PM,VDR-12663,119.164.176.135.0,999.999.999.999,8443,80,tcp,pass,16120.34 KB,NA,sid748537,N,DENY_TELNET,CN
FW000027808,1785861925,VDR-10776,10.21.64,,22,-4,TCP,permit,1457548,NA,SID223479,False,block_tor_exit,RU
FW000009174,1787613541,VDR-11033,192.168.200.101.0,10.145.110,8443,135,6,PERMIT,47363867,35471329,SID961025,Y,MONITOR_DB_ACCESS,IN
FW000011651,2026/08/09,WS-10009,999.999.999.999,32.120.72.170,445,8443,TCP,pass,17966269,"22,397,746",sid207639,False,DENY_TELNET,ind
FW000028370,22/08/2026,VDR-11639,,50.206.65.241,8080,1433,tcp,pass,24933980,46648215,NA,False,MONITOR_DB_ACCESS,Russia
FW000005174,1788925476,,10.54.114,55.134.193.214,3389,445,6,PASS,,35810679,SID591827,False,NA,US
FW000006500,2026-08-24 05:52:02,LPT-11882,,77.14.147.120,3306,443,UDP,BLOCK,"46,576,845",11517695,SID134217,False,,
FW000022451,2026/08/16,WS-12901,196-228.239.49,192.168.108.244,80,53,tcp,DROP,15769.56 KB,NA,SID938095,False,DENY_TELNET,Russia
FW000016257,1787068842,LPT_10054,,68.227.129.245.0,22,8080,tcp,BLOCK,11167192,11618236,SID331276,yes,ALLOW_WEB,CN
FW000023101,05/09/2026 22:40,,172.16.153.78,,3306,135,6,Allow,NA,-20091413,SID203753,False,BLOCK_EXTERNAL_RDP,United States
FW000017353,2026-08-31T14:04:34,VDR-11934,10.2.186.,172.16.92.224,,8080,TCP,ALLOW,-21646365,NA,SID998855,no,NA,China
FW000012848,2026-09-05T22:32:06,WS-10367,172.16.173.50,172.16.14.1,80,8080,6,ALLOW,34929708,5671369,SID-501637,False,NA,Russia
FW000019476,13-Aug-2026 00:54:08,,129-187.202.70,192.168.10.213,88806,80,TCP,PASS,39123.3 KB,NA,SID887352,False,ALLOW_INTERNAL_DNS,China
FW000018321,2026-09-03 21:52:25,LPT-10931.corp.local,10.134.54,194.152.66.,443,8080,TCP,DROP,37.67 MB,20040233,SID730756,False,MONITOR_DB_ACCESS,ind
FW000007710,2026/09/08,WS-11897.corp.local,145-42.37.6,172.16.31.184,445,53,tcp,PASS,48712143,1947924,SID522579,False,ALLOW_INTERNAL_DNS,RU
FW000006854,1788524672,VDR-10838,192-168.168.157,UNKNOWN,445,25,tcp,Allow,49420841,17.4 MB,SID597471,no,block_tor_exit,RU
